smiles	MW	LogP	TPSA	HBA	HBD	RotB
CNC=C1C(F)=CC(=O)NC1([O-])c1ccc(Cl)cc1Cl	315.011	1.593	64.190	3.000	2.000	2.000
CCCOC(=O)C=CCC(=O)OCC=CC1C=CC(=O)OC(C)(C)c2ccccc2C1=O	440.184	3.833	95.970	7.000	0.000	8.000
C=CCCOCc1ccc(C(=O)OCC2CC2)cc1Oc1cc(O)cc(C)c1OC=O	426.168	4.688	91.290	7.000	1.000	12.000
CCOc1ccc(-n2cnc3c2=COC(CC(Cc2ccccc2Cl)C(=O)NC=O)=CC=3)cc1	477.146	2.879	82.450	6.000	1.000	9.000
CNC(C)CCCNC(=O)NC(=O)c1cc(-c2ccc(Cl)cc2)ccc1OCc1ccc2ccccc2c1	529.213	6.567	79.460	4.000	3.000	10.000
COC1(C)CCCOC=CC=C1NC=CC1=C(C=Cc2cccc(F)c2)C(=O)OC=CC=C1	449.200	5.479	56.790	5.000	1.000	6.000
CNC1=CC23CN=C(c4ccccc4)C2C(=O)OC=CC=CC1=CC=CO3	360.147	3.045	59.920	5.000	1.000	2.000
C=COC(=CC=CCC=O)OCC	182.094	2.170	35.530	3.000	0.000	7.000
Cc1c(NCCCCCOC2=CC=C(OCCC=O)C2C(=O)C=CC=Cc2ccccc2)cccc1SC(O)c1ccccc1	623.271	8.219	84.860	7.000	2.000	19.000
CCCC=C1C=CCC(c2cccc(NC(N)=O)c2C)=C1	282.173	4.555	55.120	1.000	2.000	4.000
CCOC(O)c1ccc(OC(=O)Nc2ccccc2-c2ccc(-c3cccc(C#N)c3)cc2)cc1	464.174	6.531	91.580	5.000	2.000	7.000
CCCCCCOC(=Nc1ccccc1)Oc1ccc(N2CCOCC2)cc1	382.226	5.187	43.290	5.000	0.000	8.000
CCC=CCC1=COc2ccc(OC(=O)C=CC(Cl)=C(O)C=COC)c(C)c2C1	416.139	5.800	64.990	5.000	1.000	8.000
COC(=O)CCCC12CC(=CC=C1C(=O)NCc1ccc(C(F)(F)F)cc1F)C(=N)N2	439.152	3.380	91.280	4.000	3.000	7.000
C=C1C=CC(F)=CC(O)C2CNC=CC(c3ccc(Cc4cccc(C(F)(F)F)c4)c(C)c3)=C(C)C(=O)N2C1	538.224	6.033	52.570	3.000	2.000	3.000
NS(=O)(=O)c1ccc2cc1NC=C1C=C(OCCCOc3ccccc3C=Nc3ccc4ccccc4c3F)C1C2	569.178	6.228	103.010	6.000	2.000	9.000
CC1=C(C(=O)CC(=O)N[SH](C)(=O)c2ccc(S(=O)(=O)N3CCCC3)c(C)c2)N(C)C=CC(F)=C1	511.161	2.362	103.860	6.000	2.000	7.000
N=C(O)c1ccc2c(c1)C1Nc3cc(ccc3C1C=CO)C(=O)O2	322.095	3.425	102.640	5.000	4.000	2.000
CCCOc1nc(CCCOCCOCC)cnc1COC=C1C=C(Cc2ccccc2C(=O)OCCOC)C1	554.299	5.028	98.230	9.000	0.000	20.000
CCOC(=O)CCCCOC1=CC=C(OCC)C1C(=O)O	298.142	2.255	82.060	5.000	1.000	10.000
CCC=CC=C(F)C(=CC=CC(=O)C=C(C)C=CCC(C)(C)C(F)=C(F)C=CCC)C(F)(F)F	486.236	9.456	17.070	1.000	0.000	12.000
CCC1=C(C(=O)NC=CC=CN=C2C=CC=C2C)N=C(c2ccccc2)OC1	373.179	4.228	63.050	4.000	1.000	6.000
C=NC(=O)CCCC12C=CC(=COCC=C(C)C)C1=C(SC(=O)O)NC(=O)NC=CC=C2F	475.158	5.110	117.090	5.000	3.000	8.000
CCOC(O)c1ccccc1C1=CC=C(C(O)(C=O)C2CCCCC2)OC1	372.194	3.522	75.990	5.000	2.000	7.000
CCNCCCOC1C=C2C=CNC=C2C1=O	234.137	0.881	50.360	4.000	2.000	6.000
CC(C)c1cccc2c1OC(CC=C1C=CC(OCC3CCC(=O)N3C)=C1)C(=O)N2	408.205	3.917	67.870	4.000	1.000	6.000
C=CC(OCCc1nc(-c2ccc(OC(C)C)cc2)oc1CC)=C(Cl)C=CC(=O)CC(C(=O)O)C(=O)NC	544.198	4.849	127.960	7.000	2.000	15.000
COC=C1C(O)=C(C(=O)O)CC(O)=C1Cc1ccc(-c2cccc(C(C)(C)C)c2)[nH]1	409.189	5.165	102.780	4.000	4.000	5.000
C=CC(C=Cc1ccccc1)=CC=CCN1c2ccccc2C=C(NC(=O)COC2=CC=COC(C)C2)Cc2ccccc21	582.288	8.443	50.800	4.000	1.000	10.000
CCOC(C=CC(=O)N(CC=C1C=c2cccc(C(F)(F)F)c2=C1)CC(=O)OCc1ccco1)C(=O)O	519.150	2.417	106.280	6.000	1.000	11.000
CCc1ccccc1C(=O)OC(C=O)=C(C)C=CC=COC12C=C(OC)C=CC(C1)N2	421.189	4.124	73.860	6.000	1.000	9.000
CC(C)(O)CC(C(=O)NCC(=O)C#N)S(=O)(=O)c1ccc2ncccc2c1	389.105	0.747	137.220	7.000	2.000	7.000
CCOC(=Cc1ccc(OCCCOc2cccc(OCC(F)(F)F)c2)cc1)C(C)=O	438.165	5.442	53.990	5.000	0.000	12.000
O=[SH](=O)N=C(c1cccc(F)c1)c1cc(-c2ccoc2)ncc1C([O-])F	377.041	2.173	95.590	5.000	1.000	5.000
Cc1cc2cc(c1)O[N+]([O-])(CC=CC=C(C1=CC=C(OC3CC3C)C1O)c1ccc(C(N)=O)cc1)CC2	500.231	4.508	104.840	5.000	2.000	8.000
C=CC(=CC=CC(=O)NCc1ccc(-c2cc(O)ccc2OC)cc1C)NS(=O)(=O)c1ccc(C)cc1	518.188	4.905	104.730	5.000	3.000	10.000
CC=CC1C=C(C(=O)OC(C)C)C(=CC=COCC(=O)N2C=CC(C(=O)C=CC3=CC=C(OC4=CC=CC=C(C)C4)C3)=CC=CC2)C1	633.309	7.902	82.140	6.000	0.000	12.000
O=C(COc1cc2cc(c1)N(C(=O)c1ccccc1C(=O)OCO)CC2)c1ccccc1F	449.127	3.397	93.140	6.000	1.000	7.000
CC=C(C=C1C=CC(OCc2cccc(F)c2)=C1)OCCOCC=C1C=COC(CC=C(Cl)C=O)=C1	510.161	6.725	53.990	5.000	0.000	13.000
CCOC1c2ccccc2C1COc1cc(OCc2ccccn2)c(C(=O)O)s1	411.114	4.674	77.880	6.000	1.000	9.000
Cc1ccccc1C1=NC(c2ccoc2)=CC1=NC=CCOC1C(=CC=O)C(O)=C1O	416.137	4.238	104.620	7.000	2.000	7.000
O=C(COc1ccc(F)cn1)NC=CN=C(Cc1ccc(OCc2cccc(F)c2)cc1)C(=O)[O-]	480.138	2.339	112.940	7.000	1.000	11.000
C=C(C=C(C=CC=COC1=CC=COC(C)C1)c1cccc(OC)c1Cl)C(C)=O	412.144	6.170	44.760	4.000	0.000	8.000
COS(=O)(=O)C(C(Br)=CC=CN)C(F)(CF)Cc1ccc(Oc2ccc(C(=O)O)cc2)c(C)c1C	573.063	5.110	115.920	6.000	2.000	11.000
Cc1c(Cc2cccc(C(N)=O)c2)ccc2nc[nH]c12	265.122	2.561	71.770	2.000	2.000	3.000
C=Cc1cc(C(F)(F)F)ccc1COc1ccc2c(c1)C=C(C(=O)c1cccc(C)c1)C(C=C)O2	476.160	7.449	35.530	3.000	0.000	7.000
C=C1C2=CC=CC(C=C2)C2=CCC(OCC(O)CC(C)CCO)CC12	342.219	3.716	49.690	3.000	2.000	7.000
CCCC=NC1=CC(C=Cc2ccc(C(C)C)cc2)=NOC2(CC2)C1	336.220	5.887	33.950	3.000	0.000	6.000
CCS(=O)(=O)NC12C=CC=C1CC(C(N)=O)=CC=CC(=O)C=C2	334.099	0.658	106.330	4.000	2.000	4.000
Cc1ccc(C=CC(=O)CC=O)nc1CC1C=CC=C1	267.126	2.846	47.030	3.000	0.000	6.000
C=C1CN(CCc2ccc(F)cc2F)C(=O)CCC(C=NOC)C=CC=C1N	389.191	3.333	67.920	4.000	1.000	5.000
CCC(=O)OC=CN=C(ON=C(CC=CC(C)=O)c1ccc(F)c(F)c1C)C(CC(=O)O)C(F)F	500.157	4.708	114.620	7.000	1.000	12.000
C=CC=COCCSC(CC1=CC(=CNCC(OC=CC=CS(N)(=O)=O)C(=O)O)C=CC1)C(=O)OC	540.160	2.513	154.250	9.000	3.000	17.000
CC=CC1=C(C2CC2)OC=CC=C(OCCCCCCNS(=O)(=O)c2ccc(Cl)c(Cl)c2)C(C)=CC1	551.166	7.853	64.630	4.000	1.000	12.000
Cc1cccc(Oc2ccc(C#N)cc2C(=O)NC2=CC=C(CC(C)CC=O)OC=C2)c1	428.174	5.316	88.420	5.000	1.000	8.000
CC(C)C=CC1=C(C#N)C(CCC(=O)NCc2cccc(-c3ccccc3)c2)=C1C(=O)O	426.194	5.177	90.190	3.000	2.000	9.000
Cc1cncc(OC2C=C3OCC3=NC=C2c2ccccc2)c1	304.121	3.547	43.710	4.000	0.000	3.000
CCCc1ccc(OCCC[SH]2C=CC=C(n3cccc3C)C2)cc1C	369.213	5.896	14.160	2.000	1.000	8.000
COc1ccccc1OC=C1OC=CC=CC(O)=CCc2ccccc21	348.136	5.157	47.920	4.000	1.000	3.000
NC(=O)C1(Oc2ccc(-c3ccco3)cc2)C=Nc2cc(Oc3ccc(Cl)cc3F)ccc2O1	478.073	5.887	96.280	6.000	1.000	6.000
CCC(C)(C)C(C)CC1=Cc2ccc(Br)cc2C1CCO	350.125	5.775	20.230	1.000	1.000	6.000
CNC(C)=CC(C(=O)O)=C(C)C(C)CCC1=Cc2cc(OCc3ccccc3COc3ccccn3)ccc21	524.268	7.034	80.680	5.000	2.000	13.000
CCOC(C=COC=C(O)c1cccnc1)c1ccccc1	297.136	4.246	51.580	4.000	1.000	7.000
CCCC(=CC=CCCC1C(C(=O)O)=CC1CC)OCCN(C(=O)OC)c1ccccc1	441.252	5.963	76.070	4.000	1.000	13.000
CCC(C(=O)O)C(=O)N=CC1=CCCc2ccccc2C(=O)N=C(O)Nc2ccc(C(=O)O)cc2C1	491.169	3.674	165.720	5.000	4.000	5.000
C=CC=C1C2=CC(C=CC=C2OC(F)(F)C(N)=O)C(=O)NCC23CC4CC(CC(C4)C12)C3	442.207	3.762	81.420	3.000	2.000	4.000
CC=C1OC(c2cccc(C(C)C)c2)=NC(C)=C1C(C)=C(C)C=COCCC(C=O)=CC=Cc1ccccc1OC	551.304	8.869	57.120	5.000	0.000	12.000
COC(=O)CNC(=O)C(O)C=Cc1ccc2c(O)cc(ccc(=O)c1)C=c1ccccc1=C2	445.153	0.511	112.930	6.000	3.000	5.000
CNC=C1C(c2ccccc2C=Nc2ccccc2)=NC(c2ccccc2)=C1c1ccccc1	439.205	6.912	36.750	3.000	1.000	6.000
CCc1ccccc1C=CC([O-])(O)Oc1cccc(C(C)C)c1CC	339.197	4.033	52.520	3.000	1.000	7.000
COCOC1=CC(O)=CC2(C=C1Cl)CNCc1ccc(Oc3cccc(C#N)c3)cc12	436.119	4.774	83.740	6.000	2.000	5.000
CC(=NNC(=O)C=O)SC(=O)c1ccccc1OC=O	294.031	0.744	101.900	7.000	1.000	5.000
CCc1nc(-c2cccc(C(C)C)c2)ccc1C1=C(N)C(=CN)C=C1C(=O)O	375.195	3.971	102.230	4.000	3.000	5.000
C=C1C(=O)C(Cc2ccc(Oc3ccc(Cl)cc3Cl)c(Cl)c2)OC(c2ccccc2)C1C=O	500.035	7.062	52.600	4.000	0.000	6.000
CCCOC(CC=C1C=C(OC(=O)C=Cc2cnccc2CCC)C1)C(=O)O	385.189	4.074	85.720	5.000	1.000	11.000
CC(COc1ccccc1OCC(=O)O)N=CN	252.111	0.904	94.140	4.000	2.000	7.000
COCOC1=C(OC(C)(C)C)C(C=CC(C=Cc2ccc(C(C)=Cc3ccc(F)cc3)cc2C)=C(C)C)=CC1	528.304	9.578	27.690	3.000	0.000	10.000
C=NC(=CC=COC1=CC(=CCl)C=C1)c1ccsc1	289.033	4.896	21.590	3.000	0.000	5.000
CC=Cc1oc(-c2ccc(C(F)(F)F)cc2)nc1C1=CC(=CC(=O)OC2(CC)Oc3ccccc32)C1	493.150	7.306	61.560	5.000	0.000	6.000
CC=CC(OC=C1N=C(C)C=C1Cl)=C(C)C(=CC=CCCC(=O)O)C(=O)O	391.119	4.724	96.190	4.000	2.000	9.000
C=CC=C1CN(CCCOc2ccc3c(c2)OCC3)c2ccc1cc2NCC1=CCOC(=O)CC=CC=C1	510.252	5.878	60.030	6.000	1.000	9.000
C=C(C)C1C=C(c2ccc(O)nc2)N=C1C1=CC=COCC1	294.137	3.635	54.710	4.000	1.000	3.000
O=C(O)C=CC1=c2ccn(C(CCc3cc(F)c(Cl)c(Cl)c3)Cc3ccccc3)c2=C1	455.086	4.936	42.230	2.000	1.000	8.000
CNc1cc(C=COc2cccc(Br)c2)c(Cl)cc1CCC(=O)O	409.008	5.211	58.560	3.000	2.000	7.000
CC=CC=C(CCC1=Cc2ccccc2CC1=O)C(=O)c1ccoc1	332.141	4.954	47.280	3.000	0.000	6.000
C=CCC(=CC=CC1=CCC(C)OC=C1)S(=O)(=O)NCc1cccs1	377.112	4.433	55.400	4.000	1.000	8.000
CCCC(C)C(CCc1cc(OC(C)(C)C)ccc1OC)C(=O)OC	350.246	5.031	44.760	4.000	0.000	9.000
COc1ccc2c(c1)OC=CN=CC(C)(CC1C=C(c3ccccc3)C(C)(C(C)(C)C)C1O)C(=O)O2	489.252	6.058	77.350	6.000	1.000	4.000
CCOCCCOC=C1C=CC(c2cccc(Cl)c2)=C(C2CC2)[SH]1C(=O)NCC(=O)O	465.138	5.111	84.860	4.000	3.000	10.000
C=CC=CC(C)CCc1ccccc1OCCc1ccc(C)cc1	320.214	5.927	9.230	1.000	0.000	9.000
C=CC=COc1c(OC=Cc2ccco2)cccc1[SH](=O)=O	318.056	3.378	65.740	5.000	1.000	7.000
O=C(O)CN(C=Cc1ccccc1)CCCc1ccco1	285.136	3.270	53.680	3.000	1.000	8.000
CCN(CC)CCCC(OCC1C=CC(OC)=CC(c2ccoc2)=C1)C(=O)O	389.220	3.971	72.140	5.000	1.000	12.000
CNC(=O)C1(OC)NC(=O)C2=C(C=O)C2C=CC=C1OC=C1C=C(CCO)C(F)=C1O	432.133	0.732	134.190	7.000	4.000	7.000
CCOC(=O)OCCCC1C=C2C=COC(C(C)(C)CC=O)=CC=C21	346.178	4.465	61.830	5.000	0.000	8.000
C=C1C=CC(NS(=O)(O)=CC=CC=C(Cl)CCl)C=N1	320.015	2.491	61.690	2.000	2.000	5.000
CNC(C)C1=Cc2cnc(C=C3C=CC(OC(F)(F)C(=O)O)=C3C)sc3cccc(OC)c3cc21	498.142	5.812	80.680	6.000	2.000	7.000
COC=CC1=CC2N=C(Cc3ccco3)OC2=C(C(=O)c2ccc(Cl)c(Cl)c2)O1	431.033	5.095	70.260	6.000	0.000	6.000
N=C(O)C=CNCCC1C(CCCc2ccccc2F)CC12C=Nc1ccccc12	405.222	5.467	68.470	3.000	3.000	9.000
CCOCCOc1ccc(C=O)c(OCc2ccccc2-c2ccccc2C)c1	390.183	5.469	44.760	4.000	0.000	10.000
COC(=O)C1=C(Cc2ccc(OCC(N)=O)cc2F)CC=C1COC(C)CCOc1cccc(OCC(C)C)c1C	569.279	5.249	106.310	7.000	1.000	16.000
CCCCCCCCC(=O)NC1CCCC(CC=CC=COC(Cc2ccc(C(C)(C)C)cc2)C(=O)NCCCC(C)(C=CC(=O)OC)OCC)C1	722.523	9.218	102.960	6.000	2.000	24.000
O=C(O)c1ncccc1S(=O)(=O)C1N=CNC=COCCO1	327.053	-0.027	127.180	8.000	2.000	3.000
Cc1cc2cc(c1)N(C(=O)Cc1ccc(F)c(Cl)c1)CCC=CC=C2	355.114	5.336	20.310	1.000	0.000	2.000
CCOC=C1C2=CC(c3cccc(C)c3)=CC(OCC3=CC(C)=C(C(=O)O)C(C)C=C3)C(C)=C1O2	472.225	6.419	64.990	4.000	1.000	7.000
CNC(=O)C1CCCc2cc(C(C)(C)C)ccc2C1	259.194	3.225	29.100	1.000	1.000	1.000
COC(=O)c1cc(Cl)ccc1Oc1ccc(OCCCc2ccccc2)cc1C=[N+](C)[O-]	453.134	5.490	70.830	5.000	0.000	9.000
CCCOc1c(OC)cccc1-n1c(=O)n(CCc2ccc(C(C)C)cc2N)c(=O)c2ccc(-c3ccccc3)cc21	563.278	6.565	88.480	7.000	1.000	10.000
COC1=CC(CCC(=O)COC(=O)c2ccccc2)C(=O)OC1	318.110	1.896	78.900	6.000	0.000	7.000
CCOC(C)CCNS(=O)(=O)CCC=C1C=C1NCC(=O)O	332.141	0.609	104.730	5.000	3.000	12.000
Cc1c(C2=CC3=C(C(=O)OCc4cccc(Cl)c4OCCO)C3=CC2)ccc(Cl)c1Cl	476.035	6.093	55.760	4.000	1.000	7.000
C=CC=CC=CCC(C#CC12CCC(O)C(O)C(C)(C)C=CCC(=O)NC(OC3C=CC=c4ccccc4=C3)CC=C1C=C2OC)C(=O)O	665.335	4.373	125.320	6.000	4.000	8.000
CC(=O)C1=CC(Sc2ccc(N(C)C(=O)CCC3=CC=C(S(C)(=O)=O)OC3C)cc2)CC1	475.149	4.431	80.750	6.000	0.000	8.000
COC1=CC(C=CC(=O)NC(CCCCCCOC=O)CC2=CC=C(OC)C(C)C=C2)Oc2ccccc21	521.278	5.652	83.090	6.000	1.000	15.000
COc1ccc(C(C)=O)cc1OC=CC=C(OCC=C1C=CC(Oc2ccc(-c3ccccc3)nc2)=C1)C(=O)[O-]	536.171	4.962	107.010	8.000	0.000	12.000
C=CC(O)CC=C1C=COC(C(=O)CC2CCCS(=O)(=O)N2)=C1	339.114	1.319	92.700	5.000	2.000	6.000
CN(OCCCCCC(O)C(O)C(=O)O)c1ccc(C2C=CC=CC=CC(Oc3cc(F)ccc3F)=CC=COC2)cc1	597.254	5.958	108.690	7.000	3.000	13.000
C=CC(=CC=CCCC12CC(=CC=C1Cl)NC(=O)C(C)C(O)C2)Cc1ccc(F)c(Cl)c1	475.148	6.384	49.330	2.000	2.000	7.000
CNC(C)C(=O)OC=Cc1ccccc1	205.110	1.808	38.330	3.000	1.000	4.000
CC(=C(O)C=CCCc1ccc(C(F)(F)F)c(F)c1)C(O)c1cccc(N(C)Cc2cccc(F)c2)c1	517.204	7.674	43.700	3.000	2.000	9.000
O=C([O-])C=Cc1cc(-c2noc3cccc(Br)c23)ccc1O	357.972	2.726	86.390	5.000	1.000	3.000
CCOC(C)C=C1C=CC(CC(CC(=O)O)NC(=O)C=Cc2cc(Cl)ccc2F)=C1	433.146	4.690	75.630	3.000	2.000	10.000
CN(C=Cc1ccccc1)CC1C=CC=C(C(=O)CC(=O)O)C=CO1	339.147	3.028	66.840	4.000	1.000	7.000
CCC(c1ccccc1OCCc1ccc(C(F)(F)F)cc1)c1c(C)cccc1C	412.201	7.486	9.230	1.000	0.000	7.000
CCCC1CC1CC(Cc1ccc(F)cc1)OC=C1C(C)=CC(CCC(=O)O)=C1C	412.241	6.605	46.530	2.000	1.000	11.000
C=C1C(C2=CC=CC(Oc3ncnc4cccc(F)c34)C=C2)=CC(C)=C1O	360.127	4.897	55.240	4.000	1.000	3.000
COC(O)(O)CC=CC=C(F)OCCCC(F)F	270.108	2.090	58.920	4.000	2.000	9.000
CC1=CCC(N)=NC12C=C1C(=CC=C1OCc1ccc(Cl)nc1)C=CO2	367.109	3.949	69.730	5.000	1.000	3.000
CN1CCN(C2=CC=C[SH]3C(=C2)C(=O)C3C(=O)c2c(C#N)ccc3ccccc23)CC1	429.151	3.389	64.410	5.000	1.000	3.000
Cc1cc(-c2ccccc2C(N)=O)ccc1-c1cc(Cl)ccc1NC1CNC1=O	405.124	3.992	84.220	3.000	3.000	5.000
CCN1C=CC=CC(NC(=O)NC=C2C=CC(CC=C3SC(=O)NC3=O)=C2C)CC1	426.173	3.477	90.540	5.000	3.000	5.000
CCCOC(CC=CC1=C(OC)CC(C(=O)NCc2ccccc2F)=C1C)CC(=O)OC(C)C(=O)O	503.232	4.211	111.160	6.000	2.000	14.000
CNC=C1C(C)=CC=C1C=CC(CC(=O)O)C1CCCOC1	303.183	3.050	58.560	3.000	2.000	6.000
CCOC(=O)c1nc2ccccc2n1C=Cc1ccc2occc2c1	332.116	4.587	57.260	5.000	0.000	4.000
C=CCN(C)CCCOC1(C(=O)OC23CC4CC(CC(C4)C2)C3)C=CNCC(C)CCCC1	458.351	5.075	50.800	5.000	1.000	9.000
Cc1cc(OC(F)F)ccc1OC1=CC(=COCC(N)=O)C=C1	323.097	2.815	70.780	4.000	1.000	7.000
C=C1C=C(OCCc2ccccc2)C=CC=C1C=CC(C)(OCC)C(=O)OCc1ccco1	446.209	5.870	57.900	5.000	0.000	11.000
O=[SH]c1cc(Oc2cccnc2)ccc1C=C(Cl)C=CC=CS(=O)(=O)CF	427.012	4.170	73.330	5.000	1.000	8.000
C=CC=CC=CN(Cc1ccc(C(F)(F)F)cc1)CC12C=CC=CC1OCCOC1=CC12	441.192	5.805	21.700	3.000	0.000	7.000
O=C(NCCc1ccc(-c2ccccc2C(=O)O)cc1)C1=CC(OC=NC=C2C=NC(C#Cc3ccc(Cl)cc3)=C2)=CC1	587.161	6.527	100.350	5.000	2.000	9.000
O=C(C=CC1=CC=C2C(OC(=O)NC3CCCCC3=O)=CC=C12)Cc1cccc(S(=O)(=O)N2CCOCC2)c1	550.177	3.304	119.080	7.000	1.000	8.000
OC1=CNCC(c2ccc3c(c2)CCc2ccccc2N3CCc2cccc(F)c2)=C1	412.195	5.691	35.500	3.000	2.000	4.000
COC(=O)CC1=CC2=C(CC=Cc3ccccc3C)CC(OC)=C12	322.157	4.502	35.530	3.000	0.000	6.000
COC1=CCC(NCCCC2=C(c3ccccc3)OCC2)CC(Cl)=CC=C1	385.181	5.559	30.490	3.000	1.000	7.000
C=C(F)OC(=O)C(O)Oc1ccccc1CC(Nc1ccccc1C(=O)OC)C(=O)OC	447.133	2.351	120.390	9.000	2.000	10.000
CC(=O)C(=CC=CCOCc1ccc(O)cc1C)c1cccc(CN)c1C	365.199	4.213	72.550	4.000	2.000	8.000
CC1=CC=CC1CCC1(C)c2ccccc2C[N+]([O-])(OCC(F)(F)C(=O)O)CCCNC1C	464.249	4.705	81.620	4.000	2.000	7.000
Cc1c2ccc(Nc3ccc(F)c(Cl)c3)c1-c1ccccc1N=C(C(=O)O)CCNC2=O	451.110	5.489	90.790	4.000	3.000	3.000
CCOc1ccnc(-c2ccsc2)c1OC(=O)c1cccc(C(=O)O)c1	369.067	4.126	85.720	6.000	1.000	6.000
CC=C1CC(C(=O)OC(C)C)c2cccc(CCNCc3ccc(OC(=O)c4ccccc4)cc3)c21	483.241	6.080	64.630	5.000	1.000	9.000
CCC=C(C=CNCC(=CC(=O)OCC)NCCc1ccc(F)cc1F)C(=O)O	408.186	3.068	87.660	5.000	3.000	12.000
CCOCC1C=CC=C(OC2=CC=CCC=C3N=C(O)C=C3Oc3ccc(OC(F)(F)C(=O)O)cc3C=C2)C1C(=O)O	583.165	5.540	144.110	7.000	3.000	9.000
C=CC=C1C(C(=O)O)=C(F)C(F)(CC(C)O)C=CC2=CC=C(Oc3ccc4c(c3)OCCO4)C21	470.154	4.746	85.220	5.000	2.000	6.000
CC=C(C(=O)NCc1ccc(Cl)cc1Cl)C(Cc1ccc(Cl)cc1)=NNCc1ccccc1	499.098	6.598	53.490	3.000	2.000	9.000
CC=C1CC2=CC(C(=O)NCc3ccc(C(C)(C)C)nc3C)C=C2CC1C(=O)O	394.226	4.227	79.290	3.000	2.000	4.000
CCCCCCC1=CC(=CCC(=NOCC)C(=O)C(=O)Nc2ccc(-c3ccccc3)cc2)C=CC1	484.273	7.427	67.760	4.000	1.000	13.000
