smiles	MW	LogP	TPSA	HBA	HBD	RotB
COc1cc2cc(c1)C(Nc1cccc(Cl)c1F)c1ncccc1-2	340.078	5.065	34.150	3.000	1.000	3.000
CC(C)CC[SH]1CNC(c2ccccc2)C1	237.155	3.336	12.030	1.000	2.000	4.000
Cc1cccc(C2CC3C=C4CCCCN4CC(C3)N2C)c1CC1CC2CCCCC21	418.335	6.499	6.480	2.000	0.000	3.000
O=C(NCC1C=Cc2cc(Cl)ccc21)c1cc(C(F)(F)F)cnc1N1CCCC1	421.117	4.894	45.230	3.000	1.000	4.000
Cc1ccc(CC(=O)N(C)Cc2ccc(O)nn2)cc1	271.132	1.692	66.320	4.000	1.000	4.000
COC=CC=C(CF)NN=C(C)Nc1ccc(CCc2ccc(Cl)c(Cl)c2)nc1C	450.139	5.830	58.540	4.000	2.000	9.000
CCc1ccccc1Oc1ccccc1C1=C(NCCc2cc3ccccc3[nH]2)N=COC1	437.210	6.082	58.640	4.000	2.000	8.000
C=NO[N+]([O-])(Cc1ccccc1OCC)C(=O)C1=CC=CC1	302.127	2.860	70.950	5.000	0.000	7.000
COC=C1C=C(OC)CCC(=O)NCC(C)C2NCCC(NCc3cccc(-c4ncccn4)n3)CC2=N1	519.296	2.754	122.650	9.000	3.000	6.000
O=C(O)CCCNc1cn(-c2ccc(F)cc2)cn1	263.107	2.288	67.150	4.000	2.000	6.000
CNc1ccccc1C=NC(=NNN)C(N)c1ccc(CC(=O)O)cc1Cl	388.141	1.905	138.120	6.000	5.000	7.000
CCONC(=O)C=CC(NC(=O)c1ccc(N(C)C)cc1)N(N=CN)S(=O)(=O)c1ccccc1	488.184	1.025	146.430	7.000	3.000	11.000
CCN(CC)c1ccc2cnc(O)cc2c1-c1cccc(C(C)=C(C)NCc2ccccc2)c1	451.262	6.994	48.390	4.000	2.000	8.000
CCc1c(OC)cc2cc1C(NCc1ccc(C)cc1)CN2c1cccc(C2CCCC2)c1C	454.298	7.515	24.500	3.000	1.000	7.000
CC1C2=C(c3ccccc3)NN1N(C)C(c1ccccc1)=NC2	304.169	2.914	30.870	4.000	1.000	2.000
N#CC=C1C(Cc2ccccc2C=O)=C(F)C(C(F)F)=C1C(F)F	339.068	4.556	40.860	2.000	0.000	5.000
O=C(NCC1C=CC=C(c2ncncc2-c2ccccc2F)CNC1)c1ccccn1	415.181	3.267	79.800	5.000	2.000	5.000
CNC(=O)C1(c2ccccc2)NC(=O)C23CCCC(C2)C(CC(c2ccc(Cl)cc2)CC3)C1=O	478.202	4.741	75.270	3.000	2.000	3.000
CC1CCC2C=NC(N)=NC(N1)c1c(ccc(Cl)c1Cl)CO2	340.086	3.048	72.000	5.000	2.000	0.000
CC(C)Oc1c(O)c(-c2ccccc2)c(C(=O)O)c(C(=O)O)c1-c1ccccc1	392.126	4.910	104.060	4.000	3.000	6.000
CN1CCCC1CC(=O)Nc1cccc(C2=CC=C(CC3CC(O)CCC3C(=O)NCCCCCC(C)(C)C)CC2(C)C)c1	605.456	7.739	81.670	4.000	3.000	12.000
C=C1C=Cn2c(-c3ccnc(NN=C(C)C)c3C)cn2N=CC1C1C=CC=CNC1	401.233	4.248	71.530	7.000	2.000	4.000
COc1ccccc1NC(=O)CC=CC=COC1C=CC=C(C(=O)NCc2ccncc2)C1	445.200	4.077	89.550	5.000	2.000	10.000
O=COCCCC1Nc2cccnc2NC1=O	235.096	0.767	80.320	5.000	2.000	5.000
COCC(C)NN=C(C)C=CN(C)C(=O)C=NC(=NN)c1ccsc1	364.168	1.412	104.670	7.000	2.000	8.000
CNC1=C(Cl)C(=O)NC2=CC(NS(=O)(=O)CCc3ccccc3)=CC21	379.076	1.346	87.300	4.000	3.000	6.000
CSN=CC=CC1=C2N=CN(NCC(=O)S)C2NCC1	311.087	0.770	69.090	7.000	3.000	6.000
C=CC(=CC=Cc1ccccc1O)CCC(=O)NS(=O)(=O)Cc1cccs1	403.091	4.006	83.470	5.000	2.000	9.000
O=C(O)c1cc2ccc1C(c1nc3ccccc3oc1=O)C(=O)N2c1ccc([N+](=O)[O-])o1	433.055	3.198	156.990	8.000	1.000	4.000
O=CC=CC(=O)NC1Cc2ccc(O)cc2OC1CCc1ccc(C(F)(F)F)cc1	419.134	3.587	75.630	4.000	2.000	6.000
Cc1cc2cc(Cl)c1CC(NC=C1C=C(c3ccc4c(c3)CCN(Cc3ccccc3)CC4C)C1N)c1ccccc1C2=O	599.270	7.536	58.360	4.000	2.000	5.000
OC1Cc2cc(F)ccc2CC1Nc1cnc(NC2CC=CC=C2Cl)c(F)c1	403.126	4.163	57.180	4.000	3.000	4.000
CC1=C(C)C2=CC(N3C=CC=CC=CC(CC(=O)Nc4cccc(F)c4S)=CC3)(COC2)C1	464.193	5.747	41.570	4.000	2.000	4.000
CC1=CCNC=C1c1[nH]c(=O)c(Nc2cccnc2)cc1Br	358.043	3.166	69.810	4.000	3.000	3.000
CCN1C2CC(n3cc(-c4ccccc4)c(C(F)(F)F)c3CNC)CC2CCC12CCN(C)CC2	488.313	5.793	23.440	4.000	1.000	5.000
CCCCCNC(=O)n1nc(-c2cccccccc(C(=O)O)c2)cc1C(=O)c1cccc2ccccc12	507.216	6.505	101.290	5.000	2.000	8.000
Cc1ccc(F)cc1NN(CC1CCNC1)C(=O)NC=CN=C(c1cccs1)C(C)C	443.216	4.760	68.760	5.000	3.000	8.000
CC(=O)CCC12N=NN=C(C3CCCC3)N1ONC(NCCOC=O)=CC=CN2	405.212	1.438	129.010	11.000	3.000	9.000
C=CC(=CC=CS(=O)(=O)n1ccc2ccc(OC)cc21)S(=O)(=O)C(C)(C)C	409.102	3.625	82.440	6.000	0.000	6.000
CC=CS(=O)(=O)NC(=O)C=CC(=O)C=NOC(C)C	288.078	0.502	101.900	6.000	1.000	7.000
CCCC(CC)c1c2ncc3c1C=C(c1ccc(OC(C)C)cc1)NC3CCC2CC	418.298	7.592	34.150	3.000	1.000	8.000
CN1c2cc(Cl)cc(Cl)c2C(=O)Nc2ncc(Cl)c(Cl)c21	360.934	5.029	45.230	3.000	1.000	0.000
CNC(=O)C1=Cc2cc(-c3ccoc3)ccc2ON=C1	268.085	2.454	63.830	4.000	1.000	2.000
COC=CC(=O)OC=C(N=CN)C1CCOCC1	254.127	0.945	83.140	5.000	1.000	5.000
Cc1ncnc2ccn(C)cc-2c(=O)cc2c(O)ncnc12	295.107	1.362	93.790	7.000	1.000	0.000
O=C1CSC(=S)N(c2cccc(Br)c2)O1	302.902	2.745	29.540	4.000	0.000	1.000
COc1nc(Cl)ccc1NC(CCS(=O)(=O)C12C=CN=C(N1)C2C)CN=NN	427.119	1.516	143.420	9.000	3.000	9.000
CNC(=O)CCCNC(=O)C1(c2ccc(O)cc2)CCCN(CC(=O)O)C1	377.195	0.453	118.970	5.000	4.000	8.000
COc1ccccc1S(=O)(=O)C1c2c(F)cc(F)cc2CC(c2ccc(Cl)cc2)C1N	463.082	4.809	69.390	4.000	1.000	4.000
C=C=NNC=CC=CCC(=O)NCc1ccc(F)cc1C	287.143	2.571	53.490	3.000	2.000	7.000
CCC(C)(C)C(=O)N1CCC(C(C=O)=CC=CNC(=O)CN)C1C	335.221	1.374	92.500	4.000	2.000	7.000
C=NC1CN(c2cccc3cc(C)ccc23)CC1NCc1c[nH]c2c(NC(=O)NC)cccc2c1=O	482.243	3.789	101.620	5.000	4.000	6.000
CC(C)C=NOC(=CC=O)C(=S)NCCCCCCCC(N)=O	341.177	2.470	93.780	5.000	2.000	13.000
COc1ccc(N=C2C=CCC=CC=CC2)c(C)c1	253.147	4.539	21.590	2.000	0.000	2.000
CN(NC(=O)c1ccc(S(N)(=O)=O)cc1Cl)C(=O)c1cccnc1Oc1ccc2[nH]ccc2c1	499.072	3.073	147.480	6.000	3.000	5.000
CC1(C)CCCCCC(CC(=O)Nc2ccc([N+](=O)[O-])cc2)C=C(N)C1	359.221	4.763	98.260	4.000	2.000	4.000
CN(C)CCC1C=CC(=O)NC=C2C=C(Oc3cccc(C(=O)O)c3)C=C2CC1O	410.184	2.476	99.100	5.000	3.000	6.000
CCC=C(NCC(C=O)CNCC1C=C(c2ccccc2)N=N1)C(=O)NC1CCC1	409.248	2.819	94.950	6.000	3.000	12.000
CCOC(=O)CC=C(O)C1=C(C)N(C=C2C(O)=CC(C)(C)C=C2C(=O)O)C1	375.168	3.348	107.300	6.000	3.000	6.000
CCc1ccccc1C(c1ccccc1)C(O)C1CCC2CCCC2Cc2cccc(O)c2C1	454.287	7.059	40.460	2.000	2.000	5.000
COCC1NC2CC(NC(=O)CCNC(=O)Nc3ccc(OC(F)(F)F)cc3)C2C1O	446.178	0.949	120.950	6.000	5.000	8.000
C=C1C=CNC1=NC=CNC1=NC=CC=CCCC1CC(=O)OCC	340.190	2.950	75.080	5.000	2.000	5.000
C=CC1C(NC(C)=O)=CC=C1S(=O)(=O)C=CC=C1C=NC(c2ccccc2F)=CN1	425.121	3.330	87.630	5.000	2.000	6.000
COCCCNCCN1C=C2C=c3ncc(O)cc3=C2C(=Cc2ccccc2)C(=O)O1	419.185	1.099	83.920	7.000	2.000	8.000
CCCN(C=C1C=C(F)C(C(NC(=O)C2CCC2)C(=O)NC=NC)=C1Cl)Cc1ccccc1	472.204	4.202	73.800	4.000	2.000	10.000
O=C(O)CCc1sc(-c2ccc(Cl)cc2)cc1-c1ccc(F)cc1	360.039	5.892	37.300	2.000	1.000	5.000
C=CC(=CC=COCC)NC(C)=C1N=CN(C2OC=COc3cccc(F)c32)CC1=N	424.191	4.509	79.170	7.000	2.000	7.000
C=C1C2=NC=CC(C=CC2=CC#N)N2CCN(c3nn(C(=O)N(C)C)cc3Cl)CC12	423.157	2.470	80.760	7.000	0.000	1.000
Nc1nc2cc(Br)ccc2cc1CC1C=CC(Cl)=CC1=CO	375.998	4.873	59.140	3.000	2.000	2.000
C=C(N)CC1=C2C(=CC=CC1(O)C=CC=COC)Cc1cc(-c3ccco3)ccc1C(=O)NC2Cc1ccccc1	546.252	5.947	97.720	5.000	3.000	8.000
Cc1cccc2c1C(C1=CC=C3NCC(CCc4c(C)ccc5ccccc45)N=C3C=C1)C=N2	443.236	6.682	36.750	3.000	1.000	4.000
O=CCC1C(Nc2ccc(-c3ccc(Cl)cc3)cc2O)CCC1C(=O)OCc1ccccc1	463.155	5.852	75.630	5.000	2.000	8.000
C=CC=CC=CCC(CN(C)C)C1=CC=CC1(O)C(C)CCC	315.256	4.516	23.470	2.000	1.000	10.000
CNCCN1Cc2ccccc2NCC(NCCc2ccccc2C)CC1=O	380.258	2.560	56.400	4.000	3.000	7.000
Cc1cc(NC(=O)C2CCCCN2)ccc1CCNCc1cccc(-c2ccccc2)n1	428.258	4.470	66.050	4.000	3.000	8.000
C=NCc1ncncc1C=CC=CC=CC1C(CCCCC(=O)NC)=CC(=O)C(F)(F)C1O	458.213	3.231	104.540	6.000	2.000	11.000
Cn1c(-c2ccccc2)cnc1NCC(=O)NCC#N	269.128	1.139	82.740	5.000	2.000	5.000
CCNCCC(O)c1ccc(C(=O)C=CCC=O)cc1C(C)(C)C	331.215	3.345	66.400	4.000	2.000	9.000
CCN(C=CC=C(CF)C(=O)Nc1nc(-n2cnnc2C)cc([N+](=O)[O-])c1CF)CC	435.183	3.038	119.080	8.000	1.000	10.000
O=CCCNc1cccc(C=CC(CCCCc2cnc[nH]2)Cc2ccncc2)c1	402.242	5.091	70.670	4.000	2.000	13.000
Cc1ccccc1Cc1cn(CCNCC(CNN)C(N)=O)cc1C#N	354.217	0.413	121.890	6.000	4.000	10.000
CC(CCN(CC1CC1)C(=O)c1ccccc1)c1cccc(C(=O)OC(C)(C)C)c1	407.246	5.688	46.610	3.000	0.000	8.000
CC=CNC=C1C=CC(CN2CCOCC2)=NC1	247.168	1.336	36.860	4.000	1.000	4.000
NS(=O)(=O)CC1NC=C(Cc2ccc(NC(=O)c3ccccc3)nc2)c2ccccc21	434.141	2.850	114.180	5.000	3.000	6.000
O=C(O)SC1CCCc2nc(-c3ccsc3)nn21	281.029	3.253	68.010	6.000	1.000	2.000
CC=C(CCCC1CC(C)(C)CCC1c1ccccc1OCCC)C(=O)NCc1ccc(OCc2ccccn2)cc1	568.366	8.792	60.450	4.000	1.000	14.000
CC(C)c1nc(NC(=O)CNS(=O)(=O)CC(C)c2ccco2)nc2c1C=C(O)C2	420.147	2.310	134.420	7.000	3.000	8.000
CCC1=CC=CC(C)(C)C(=O)CC(=O)N=C1	219.126	2.475	46.500	2.000	0.000	1.000
CCOc1cc(NC(=O)Cc2ccccc2O)ccc1[SH](=O)=O	335.083	1.942	92.700	5.000	3.000	6.000
C=C(Cl)C=C(C)C=CC(=O)N1N2C(=O)N(c3cccc(C(=O)O)c3)C(=O)C13C=CC2=COC3	467.088	3.332	107.460	5.000	1.000	5.000
CCCOC=CN1C(=Cn2c(C)nc(C)c2OCCOC)C2=C(N=C1c1ccco1)C(=O)NCCCCCC1CCNCC1C2	620.369	5.137	115.380	10.000	2.000	10.000
CN1CCN(C2=CNC3=NC=C(C=COC45C=CC=CC(NC4)S5)C(=N2)CC3(C)C)CC1	452.236	2.804	64.490	8.000	2.000	4.000
CN(c1ccncc1)c1ccc(S(=O)(=O)Cc2ccccc2)nc1	339.104	3.218	63.160	5.000	0.000	5.000
O=C1C=CC(NCCCc2ccc(NN(CCCc3ccccc3)[SH](=O)=O)cc2)C(=O)N1	456.183	1.578	107.610	6.000	4.000	12.000
C=CC1C(=O)N2CCN(c3ccc(Cl)c(Cl)c3)CC2N=CC1N1CCN(CCc2ccc(F)cc2)CC1C	557.212	4.611	42.390	5.000	0.000	6.000
C=CC(=O)C(CNC(=O)Nc1ccccc1)NCc1ccccc1	323.163	2.722	70.230	3.000	3.000	8.000
O=C(O)NNC(=O)C=CCCc1ccccn1	235.096	0.869	91.320	3.000	3.000	4.000
C=CC=C1C2=CC(CC(NCC)CC2)CN1C=Nc1ccccc1C(=O)c1ccccc1	425.247	5.668	44.700	3.000	1.000	7.000
C=CCN1C(=O)N(c2ccc(C(=O)Nc3ccccc3)cc2NC=O)C(N)Cc2ccc(O)cc2CC1CO	529.233	3.072	148.230	6.000	5.000	8.000
O=C(CCNc1ccc(Cl)cc1)Nc1ccc(C2CCCCC2C(=O)O)cc1O	416.150	4.845	98.660	4.000	4.000	7.000
NOc1cc(-c2ccccc2C(=O)O)ccc1C(=O)COC1=CC2=CCC=CC=C21	401.126	4.214	98.850	5.000	2.000	7.000
CCCN1CCOC2=CC(CCNC(=O)C3=Cc4ccccc4C4=Nc5ccccc5C34)=CC2=CC(C(C)O)C1	535.283	5.297	74.160	5.000	2.000	7.000
CN(CCCc1ccncc1)c1ccc(C(=O)c2ccc(N)cc2)cc1	345.184	3.964	59.220	4.000	1.000	7.000
COC=CC1=C(C=C2C(=O)N(CC(F)(F)F)N(Cc3ccc(Cl)cc3C)N2c2ccc(S(=O)(=O)NCCC(=O)O)cc2)C1	640.137	4.689	119.490	7.000	2.000	12.000
O=C(C1=CC=C(Cl)N(C(=O)c2ccccc2)C=C1)N1CCN(c2ccccc2CN2CCOCC2)CC1	518.208	3.844	56.330	5.000	0.000	5.000
CN1Cc2cncc(n2)C2C(=NN(C)c3ccccc3)CCCC2C1	335.211	3.298	44.620	5.000	0.000	2.000
CNC=C1C(c2ccc(NC(=O)CCNC3CCCCC3)cc2CCCc2cccc(F)c2)N1CC(=O)OC1CCC1	576.348	5.765	82.470	6.000	3.000	14.000
CCc1c(Cl)cccc1N1CCN2C(CCC2C(N)CNc2c(OC)ccc(F)c2Cl)C1	480.186	4.796	53.760	5.000	2.000	7.000
C=C1CCCCN1C1C(C)=CC=CC(=O)C2=C(N)C3=C1NCC=N[SH]23	356.167	2.426	70.720	5.000	3.000	1.000
COc1cccc(OC=CCC2=CCc3ccccc3C2C)c1	306.162	5.264	18.460	2.000	0.000	5.000
C=C1SC=CC=C1C=CS(=O)(=O)Nc1cc(C(F)(F)F)ccc1CC(CC(=CNC(C)=O)C(=O)O)NC	557.127	4.287	124.600	6.000	4.000	11.000
CNC1=NC(C(S)SC(=S)n2nc(-c3ccccc3)c(=O)n2-c2ccccc2)=CC1=CO	481.070	3.780	84.440	10.000	3.000	4.000
O=[SH](=O)N=CC=CC=CC(=CCl)OCCCNCc1ccccc1	368.096	2.973	67.760	4.000	2.000	11.000
C=c1ccccc1=CC=CC(CC=CC(=O)NC=O)CC1C=Cc2cc(F)c(F)cc21	419.170	3.748	46.170	2.000	1.000	8.000
CC=CC=C1C(CC)=C(CCNc2cccc(OC)c(OC)c[nH]c2C)NC(=O)N2C(=O)N(CC(F)(F)F)CC12	563.272	5.825	98.930	5.000	3.000	9.000
CCOc1ccc(-c2cccc(C(=O)NC=Nc3ccncc3)c2)cc1	345.148	4.237	63.580	4.000	1.000	6.000
NC1=CC(NCCC2CCOCCN2)=CN=CN=C1Nc1ccccc1CCCc1ccccc1	472.295	3.756	96.060	7.000	4.000	9.000
C=CCCCC(C=CNC1=CC=CCNCCCCCC1)CCN1CCOCC1	401.341	4.778	36.530	4.000	2.000	10.000
CC(=O)NCCCC1CCCCCN(C(=O)C(Cc2ccc(Cl)cc2)c2ccc(F)cc2C)Cc2ccccc21	562.276	7.717	49.410	2.000	1.000	8.000
C=Cn1c(NS(=O)(=O)C2CC2)ccc1N1N=C(N(C(=O)O)C(C)(C)C)C(=CC(=O)OC)N=C1C	492.179	2.880	145.900	9.000	2.000	6.000
CCN(CC)S(=O)(=O)CCCCCCC1=CC2=CC=CC=C1Cc1cc(N)ccc1S2(=O)=O	490.196	4.527	97.540	5.000	1.000	10.000
CNCCCCC1=CC(CN2CCOCC2CO)C=CC=C1COC	350.257	1.754	53.960	5.000	2.000	10.000
Cc1ccccc1CCc1c(C=C(O)C(=O)NC(C=O)CC(=O)O)ccc(O)c1Br	475.063	3.306	123.930	5.000	4.000	9.000
Cc1ccc(S(=O)(=O)c2cc3cc(O)ccc3s2)cc1	304.023	3.748	54.370	4.000	1.000	2.000
