smiles	MW	LogP	TPSA	HBA	HBD	RotB
COc1cccc2c1NC(=NCCN1CCC(Nc3cccc(Cl)c3)C1)C2=O	398.151	3.542	65.960	5.000	2.000	6.000
CC1=CCCC(Nc2cc(NC(=O)CCN3C(C)(C)CC3(F)C(F)(F)F)ccn2)C1	428.220	5.033	57.260	4.000	2.000	6.000
NCCC(=Cc1cccc(Br)c1)C(=O)c1ccnc(-c2ccc(F)cc2)c1	424.059	5.265	55.980	3.000	1.000	6.000
CN1CCC(C2(c3ccccc3)C(=O)NN2C2CC(C3C=CC(O)=CC(F)=C3)C2)CC1	423.232	3.830	55.810	4.000	2.000	4.000
CCNN=C(C)C1=C(Nc2ccc(N3CCC(C)(C)N3)c(Br)c2)CCCC1	433.184	5.168	51.690	5.000	3.000	6.000
CC1=CC=C(NC(=O)c2ccc(NC(=O)C3CCN(C4CCCN4C)CC3)cc2)C1	408.253	3.353	64.680	4.000	2.000	5.000
CCN(C)Nc1ccc(N2CCN(CNc3cc(Cl)c(Cl)cn3)CC2)cc1	408.160	3.859	46.670	6.000	2.000	7.000
CS(=O)(=O)NCCn1cc2sc(Cc3c(F)cccc3Br)ccc-2c1=O	457.977	3.056	68.170	5.000	1.000	6.000
Cc1nc(-c2ncccc2CCN(C)C)[nH]c1Nc1ccc(I)cc1	447.092	4.232	56.840	4.000	2.000	6.000
CN1C=C(c2nc(NC3CCC(CN(C)Cc4ccccc4)C3)nc3ccccc23)C1	413.258	4.629	44.290	5.000	1.000	7.000
CCNCc1cc(F)cc(Cl)c1N1CCN(C2CCN(C(C)c3ccn[nH]3)C2)CC1	434.236	3.269	50.430	5.000	2.000	7.000
COCC(=O)NC1CCC(C2(NC(=O)c3ccccc3)N3C(C)CCCC32C)CC1	413.268	3.081	70.440	4.000	2.000	6.000
CN(C)CC1=CC(F)=CC(N2C=C(N3CCCC3)C(Nc3cc(F)cc(F)c3)C=N2)C1	431.230	4.098	34.110	5.000	1.000	6.000
CC(c1cccnc1)N1CCN(c2cccc(NC(C#N)c3ccccc3Cl)c2)CC1	431.188	5.295	55.190	5.000	1.000	6.000
Cc1ccc(NC2=NC=C(Br)C(N3CCNCC3c3ccc[nH]3)C=C2)cc1F	443.112	4.094	55.450	4.000	3.000	3.000
CC1=CC(NCC#CC(=O)NC2=C(c3cc(F)ccc3F)N=CN(C3CCC3)C2)C=N1	423.187	2.596	69.090	5.000	2.000	5.000
CN(C)CCCc1ccc(NS(=O)(=O)c2cccc(Br)c2)n1C1CC1	425.077	3.881	54.340	4.000	1.000	8.000
CC1C(F)=CC(F)=C2CCCC3=C2N1C(=O)N(Cc1ccc(F)cc1)CCC(=O)N3	417.166	4.444	52.650	2.000	1.000	2.000
CC1CCCC1C(=O)N1CN(C2=CC(F)=CC(Cc3ccccc3)C(F)=C2)NC1=O	413.191	4.612	52.650	3.000	1.000	4.000
CN(Cc1ccc(F)cc1)C1CCN(CC=C2Nc3cc(S(C)=O)ccc3CC2F)C1	445.200	3.959	35.580	4.000	1.000	6.000
COC1=NC=C2C=C(CN3CCN(C(=O)C4CCN(CC5CCC5)CC4)C3)C=C21	396.253	2.409	48.380	5.000	0.000	5.000
CNc1nccc2c1C1=C(CCN(C)C)CC1CN(C(=O)c1c(F)cccc1F)C2	412.207	3.783	48.470	4.000	1.000	5.000
CN1C=C2C(=CN=C2NC2CCC(N3CCC3)C2)NC1Cc1cccc(Br)c1	441.153	3.207	42.900	5.000	2.000	4.000
O=C(NC1Cc2ccccc2CN1C(=O)CC1CCN(C2CCC2)CC1)c1cccs1	437.214	4.044	52.650	4.000	1.000	5.000
O=C(NC1=C(Br)N=C(NCN2C=CN(c3ccc(F)cc3)C=C2)C1)C1CC1	431.076	3.330	59.970	5.000	2.000	5.000
O=C(NC1CCN(CCSc2ncc(F)c3ccc(F)cc23)C1)c1ccccc1	413.137	4.109	45.230	4.000	1.000	6.000
O=[N+]1Nc2ccc(Br)cc2C1=Nc1ccc(NCC2CCN(C3CC3)C2)cc1	440.108	4.543	59.740	4.000	2.000	5.000
CN1N=C(Nc2cccc(F)c2)C(c2ccc(N)n2C)c2c(Br)cccc21	427.081	4.516	58.580	5.000	2.000	2.000
CCCNC(=O)c1ccc2c(c1)CN(CC1=CC=CN(Cc3ccc(F)cc3)C1)C(=O)C2	433.217	3.806	52.650	3.000	1.000	7.000
CC1=CC(Nc2ccnc(NC3CCN(CCCBr)CC3)c2)CC(C)=N1	419.168	4.292	52.550	5.000	2.000	7.000
CCCN(Cc1ccncc1)C1=CN=C2C=CC(N3CC(C)(C)C(N(C)C)CC3=O)=C12	419.269	3.602	52.040	5.000	0.000	7.000
CC(C)c1cc(-c2cc(N)c3c(c2)CCN(CC2CCN(C4CCCC4)CC2)C3)nn1C	435.336	4.805	50.320	5.000	1.000	5.000
CCOc1cccnc1C1=CNC(=Nc2ccc(N3CCCN(C)CC3)cc2)C1=O	405.216	2.866	70.060	6.000	1.000	5.000
CCC(C)CN(C)C1=NCNN(C2CCCN(C3CCN(C4CCC(C)(C)C4)C3)C2=O)C1	446.373	2.785	54.420	6.000	1.000	6.000
Cc1nn(CC(=O)N2CCCN(CC3=CC=C(N(C)C)C3)C2)c2ccc(Br)cc12	457.148	3.375	44.610	5.000	0.000	5.000
CCC(=O)NC1CC2CC1N(C1CCN(S(=O)(=O)Cc3ccccc3)CC1)C2	405.209	1.970	69.720	4.000	1.000	6.000
CN(C)S(=O)(=O)CC1CCN(CCN2C(=O)CC(c3ccc(F)cc3)C2C2CC2)C1	437.215	2.134	60.930	4.000	0.000	8.000
O=C1NCCCN2CC(c3cccc(F)c3)N(c3ccc(Br)cc3)C=CN12	430.080	4.253	38.820	3.000	1.000	2.000
CCS(=O)(=O)Nc1ccc2c(c1)NCCN(c1ccc(C(C)C)cc1)C2=S	403.139	4.179	61.440	4.000	2.000	5.000
O=C(CNC(=O)c1ccc(N2CCN(C3CCCC3)C(F)C2)c(Cl)c1)c1ccccc1	443.178	4.313	52.650	4.000	1.000	6.000
CN1CCC(N2CCN(c3cccc(C4=CN5CC(NC(=O)F)=CC=C45)c3)CC2)CC1	423.243	3.020	42.060	5.000	1.000	4.000
CN1CCN(c2ccc(C(C3=CC=C(C(=N)N)C3)c3ccncc3)c3ccccc23)CC1	423.242	4.311	69.240	4.000	2.000	5.000
Cc1ccc(-c2ccc(CN3CC(N(C)C(=O)CNc4ccc(F)cc4F)C3)nc2)cc1	436.207	4.090	48.470	4.000	1.000	7.000
CNc1cc2c(nc1F)C2=CN=C1CC(c2ccc(F)c(F)c2)=C(CN(C)C)C=N1	411.167	4.132	52.880	4.000	1.000	5.000
CN1CCC(c2ccc(CC(=O)N3CCN(CCc4ccc(C#N)cc4F)C3)cc2)CC1	434.248	3.393	50.580	4.000	0.000	6.000
NC(=O)c1ccc2c(c1)CCN(CCCN1CCC(C(=S)N3CCCCC3)CC1)C2	428.261	3.059	52.810	4.000	1.000	6.000
N=CN1CCCNCC2=C(F)C=C(C1C1=CC=C1)N(CC1=CC=C(Br)C1)C=C2	442.117	4.299	42.360	3.000	2.000	4.000
CC1CC(S(=O)(=O)NCCN2C=C3C(=C(F)CCC2)N(C)CC2CCC32)=CC=C1F	439.211	3.815	52.650	4.000	1.000	5.000
CN1CC=C2C(CNC(=O)C3CCN(CC4CCC(C)(C)C4)C3)=CC=C2C(N)C1	398.305	2.316	61.600	4.000	2.000	5.000
Cc1ccc(C2=CC=NC(NC3CCC(C)(CN4CCC4)C3)C2)cc1NC(=O)CN	409.284	2.930	82.750	5.000	3.000	7.000
CC(C)N1C=C(C2=NC(NC(=O)C3CCC(N(C)C)C3)=CN(Cc3ccccc3)C2)C1	421.284	3.197	51.180	5.000	1.000	7.000
CN(C)CCN(C)c1ccc(CN2c3ccc(C(=O)N(C)C4CCN(C)CC4)cc32)cc1	435.300	3.502	33.040	5.000	0.000	8.000
CN(C)c1c(Br)ccnc1NC1CC(c2ccc(CO)c(F)c2)CC1=O	421.080	3.469	65.460	5.000	2.000	5.000
CCC1=C(C2=NC(N)CN(C3CC(C)(C)CN3)C(F)C2)C(F)C1Br	404.139	2.881	53.650	4.000	2.000	3.000
CNC(=O)C1CCCN(CC2=CC=C(CN(C)C3CCN(C(C)(C)C)CC3)C2=O)C1	416.315	2.075	55.890	5.000	1.000	6.000
CN1CC=CCN(N2CCC(=Cc3ccccc3Br)S2=O)C1CN1CCC1	450.109	2.910	30.030	4.000	0.000	4.000
CCCn1c(C(N)C2CC2)cnc1-c1ccnc(Nc2c(F)cc(F)cc2F)c1	401.183	4.926	68.760	5.000	2.000	7.000
O=C(NC(=O)C(c1ccc(F)cc1)N1CCN(C2CCC(F)C2)C1)c1cccc(F)c1	431.182	3.428	52.650	4.000	1.000	5.000
NC(=O)C1CN(C2=NC3=CC=CCN3CCCN(Cc3cccc(C(F)(F)F)c3)C2)C1	433.209	2.440	65.170	5.000	1.000	3.000
O=C(NC1=CCN(COCc2c(F)cccc2F)C1)N1CCC(c2cccs2)CC1	433.164	4.289	44.810	4.000	1.000	6.000
CC1C(C2=C(O)C=C(N3CCN(C(=O)c4ccccc4C(F)(F)F)CC3)C2)CCN1C	435.213	3.903	47.020	4.000	1.000	3.000
COc1ccccc1C1=CC2(CNC3CCC(=NCCN4CCCC4)N(C3)C2)C(F)C1	426.279	3.369	40.100	4.000	1.000	5.000
COc1cc(O)c(C=C2C(=O)Nc3cc(F)c(C(F)(F)F)cc32)cc1CN1CCCC1	436.141	4.647	61.800	4.000	2.000	4.000
CCOc1ccc(NC(=O)C2CCCN2C(=O)C2CCN(C3CCCC3)C(=O)C2)cc1	427.247	3.196	78.950	4.000	1.000	6.000
CC(C)N1C=C2C=C(F)C=C2S(=O)(=O)NCCN(c2ccccc2F)CC1=O	409.127	2.437	69.720	4.000	1.000	2.000
CN(C)CC=C1CNC(=O)C2=C(CCN3CCCCC23)NNc2c(Cl)cccc21	415.214	2.844	59.640	5.000	3.000	2.000
CC(Nc1ccc(F)cc1)C1CN(C2CCN(S(=O)(=O)C3CCC3)C2)CC2=CC=CC21	445.220	3.627	52.650	4.000	1.000	6.000
O=C(NC1CCN(CC2CCN(CC3=CC(F)(F)C(F)=C3)CC2)C1)c1ccc(O)cc1	435.213	3.337	55.810	4.000	2.000	6.000
CNCC1(CNc2ccc(Cl)c(Cl)c2)CC2C(C)N=C(c3ccncc3)N21	403.133	3.682	52.550	5.000	2.000	6.000
CC(=O)Nc1ccc(N(C)C2CCN(CCN3CCC4(CCNCC4)CC3)C(C)C2)cc1	441.347	3.400	50.850	5.000	2.000	6.000
CCN1CCC(Cc2ccc(Cl)c(Cl)c2)N(C(=O)CN2CCN(C)CC2)C(=O)C1	440.175	2.233	47.100	5.000	0.000	5.000
CCOC1=CC(C(N)=Nc2cc(Nc3cc(F)ccc3F)ncc2Br)C1C	436.071	5.041	72.530	4.000	2.000	6.000
CC1=CC=C(CCNC(=O)C2=Cn3c(CN4CCN(C)CC4)ccc3C2=O)C(C)C1	408.253	2.692	57.580	5.000	1.000	6.000
CC(C)N1CCN(c2ccc(NC(=O)C(C)(N)c3ccc(F)cc3)s2)CC(F)C1	422.195	3.568	61.600	5.000	2.000	5.000
CC(C)CCN1CCN(C2=CC=C(NS(=O)(=O)N3CCCc4cccn4C3)C2)C1C	433.251	2.709	60.820	5.000	1.000	7.000
CC1=NC(NC(=O)Cc2ccc(N3CCN(C)CC(C)(C)C3)c(F)c2)=C1C(F)(F)F	426.204	3.511	47.940	4.000	1.000	4.000
CNc1cc(Br)cc(CC(=O)Nc2ccc(N3CCN(C)CC3)c(Cl)c2)c1	450.082	4.077	47.610	4.000	2.000	5.000
CN1C=C2C(C3=C(O)C=C(c4cc(O)c(C=Cc5ccccc5)c(F)c4)C3)CCN2CC1	430.206	5.410	46.940	4.000	2.000	4.000
Cn1cc2cccc(c(C3CC3)c1)CN1CCN(CCC1=NCCN1CCC(F)(F)C1)C2=O	457.265	3.428	44.080	4.000	0.000	4.000
Cn1cc2c(c1NC(=O)Cc1c(F)cccc1F)NC2=CNC1=CC=C(N2CCCC2)CC1	451.218	4.455	61.330	5.000	3.000	6.000
NC(=O)C1=CC=CC(N2C=CN(C3=CC=C(CN(C4CCCC4)C(F)(F)F)C3)CC2)C1	434.229	3.794	52.810	4.000	1.000	6.000
CN1CCN(CCC(=O)Nc2c(F)ccc3c2N(C)C(=S)C3c2ccccc2)CC1	426.189	3.311	38.820	4.000	1.000	5.000
O=C1NC(=Cc2cnc3c(c2)NCCN3)C(Br)C1Cc1ccc(F)cc1	416.065	3.151	66.050	4.000	3.000	3.000
Cc1cc(CN(C)CCN)c2ncn(C3CCN(Cc4ccc(F)cc4)C3)c2c1O	411.243	3.027	70.550	6.000	2.000	7.000
CCN(C)c1cc(-c2cc(NC3CCCCC3)nc(C(=O)NC)c2)ccc1N1CCCC1	435.300	4.909	60.500	5.000	2.000	7.000
COC(=O)c1ccc2cc1C1=C(CN(C)Cc3cccnc3)C(Br)CNC2=CN1	454.100	2.980	66.490	6.000	2.000	5.000
COc1cc(F)ccc1-n1c(=O)[nH]c2cc(Br)c(NCC3CCC3)cc21	419.064	4.441	59.050	4.000	2.000	5.000
CCn1c(F)cnc1CNc1c(F)cncc1Nc1ccccc1I	455.042	4.537	54.770	5.000	2.000	6.000
C[SH](C)c1ccc(CC2=CN3CC(C4(C)CC4)C2=CN=C3N)n1-c1ccccc1	406.219	4.468	46.550	4.000	2.000	5.000
CC1=NC(C2CCC2)=NN(c2ccc(NC(=O)C3CCN(C)CC3)c(F)c2)C1(C)C	413.259	4.279	60.300	5.000	1.000	4.000
CC(=O)CCCN1CCC(c2cnc3cc2N=C3c2ccc(N3CCN(C)CC3)cc2)C1	431.269	3.474	52.040	6.000	0.000	7.000
CC(C)N(CCc1ccccc1)C1=C(Br)C=C(C(=O)NC2CC(=O)N(C)S2)C1	463.093	3.829	52.650	4.000	1.000	7.000
CC(Cc1ccc[nH]1)N1CCN(C2C=CC(Cc3ccc(C#N)[nH]3)=CC(F)=C2F)CC1F	441.214	4.317	61.850	3.000	2.000	6.000
CSc1cc(F)c(C2=CCN(C(=O)CN3CCCN(CC4CC4)C3)C(F)C2)cc1F	439.191	3.973	26.790	4.000	0.000	6.000
CC(C)(CO)Nc1ccc(N2CCN(C(CN3CCC3)c3ccc(F)c(F)c3)C2)cc1	430.254	3.674	41.980	5.000	2.000	8.000
Cc1ccc(N2CCC(Nc3ccc(N(C)C4CCN(C)CC4)cn3)C(N)C2)cc1	408.300	2.939	60.660	6.000	2.000	5.000
COc1c(C2=CCN(C)C(N)CC2)c(F)c(-c2ccc(F)cc2F)n1CC(F)(F)F	433.159	4.537	43.420	4.000	1.000	4.000
CC1=NC=CC(c2ccnc(Nc3ccc(F)c(NC4CCN(C)CC4)c3)n2)C1C	408.244	4.573	65.440	6.000	2.000	5.000
COc1ccc2c(c1)C(=Nc1ccc(Br)cc1)C(=CCN1CCCN(C)C1)C2	439.126	4.656	28.070	4.000	0.000	4.000
CNC1=CC=C2N=C(CN3CCC(NCC(F)(F)F)c4ccccc43)NCC2C1	405.214	3.099	51.690	5.000	3.000	5.000
NCCN(Cc1cncs1)C1CNC2=C3C(c4ccc(Br)cc4)=CN=C3C21	441.062	3.018	66.540	6.000	2.000	6.000
COC1=C(F)C=CC(C2=CN3CCCN(CC3)C2)C=C1NC(=O)C1CCNCC1C	416.259	2.151	56.840	5.000	2.000	4.000
CC1(C)CCN(CCC2=CC(N=C3C(=O)Nc4c(F)ccc(F)c43)C=C2N)CC1	400.207	3.369	70.720	4.000	2.000	4.000
Cc1cccc(N2CN3C=CC=C2CC(O)C2CCN(CC3)N2)c1-c1ccc(N)cc1	417.253	3.065	68.000	6.000	3.000	2.000
CC[SH](C)(=O)NC1CCN(CC2CCN3CCC3N(C)C(c3ccc(F)cc3)C2)C1	438.283	2.486	38.820	4.000	2.000	6.000
O=c1c2ccccc2n(-c2ccc(F)c(F)c2)n1CC1(CNCc2ccc(F)[nH]2)CC1	426.167	4.108	54.750	4.000	2.000	7.000
CN1CCC(Nc2cc(C=CC(=O)c3ccc(F)n3C)ccc2C(F)(F)F)CC1	409.178	4.585	37.270	4.000	1.000	5.000
CN(C)C1=C(Nc2ccc(C(N)C3CCNCC3)cc2)c2cc(Br)cnc21	427.137	3.656	66.210	5.000	3.000	5.000
Cc1ccc(C(C2=CC=C(F)C2)N2CCN(C(C)C)C(C)(C)c3cc(O)cn3C2)cc1	423.269	5.646	31.640	4.000	1.000	4.000
COC(=O)C1CC(C2=C(N)N=C(NC3CCCC(C)(C)C3)C2)C1c1ccccc1	395.257	4.110	76.710	5.000	2.000	4.000
CC(=O)NCc1ccc(C2CCN(c3cc(N4CCNCC4)c(Br)cn3)C2)cc1	457.148	2.884	60.500	5.000	2.000	5.000
COc1ccc(Nc2cc(Cl)c(C3=CCN(C)CC=C3N)c(Br)c2)cc1	433.056	5.026	50.520	4.000	2.000	4.000
C[SH](C)(=O)Nc1cccc(CN2CCN(c3ccc(N4CCC(N)CC4)cc3)CC2)c1	443.272	2.540	64.840	5.000	3.000	6.000
COc1ccccc1CC1=CC=CC(N2CCN(C(=O)CN3CCC(C)(C)C3)C2=O)C(F)C1	455.258	3.827	53.090	4.000	0.000	6.000
Cc1cc(Nc2cc(CNCC3=C4CCCCC4CN(C)N=C3)ccn2)ccc1F	407.249	4.780	52.550	5.000	2.000	6.000
CN1CCNCC(S(=O)(=O)CCCN2CCN(C3CCC(C)(C)C3)C2=S)CC1	430.244	1.566	55.890	5.000	1.000	6.000
NC1=CC=C(CNC2=CC(C(=O)N3CCCN3Cc3ccccc3)c3cccc(F)c32)C1	430.217	3.676	61.600	4.000	2.000	6.000
CCCN1CCC2C(=Cc3ccc(F)cc3)C(=O)N2CCCC2=CC(=C2)NC(C)=N1	408.233	4.063	47.940	4.000	1.000	3.000
CCSCC(=O)N1CCC2N(C)CC(=O)c3c(F)cc(F)cc3C2(C)C(C#N)C1	421.164	2.844	64.410	5.000	0.000	3.000
CC1C(N2CCC(O)CC2)C(c2cccs2)CN1C1=NCC(CC(C)(C)F)C1	407.241	3.918	39.070	5.000	1.000	4.000
CN1CCC(NCc2ccc(NC(=O)n3c4ccccc4n3C)cc2Br)CC1	443.132	4.006	54.230	5.000	2.000	4.000
CCSc1cc(-n2cc(C(N)=O)c3c(F)cc(F)cc32)c(F)cc1N1CCCC1	419.128	4.859	51.260	4.000	1.000	5.000
CC1CCCN(Cc2c(Br)cccc2C(=O)Nc2nccc(Cl)c2C#N)C1	446.051	4.853	69.020	4.000	1.000	4.000
O=C(NN=C1CCN(CCOc2ccccc2)C1(Br)c1ccccc1)C1CC1	441.105	3.901	53.930	4.000	1.000	7.000
CCN1CCC(NC(=O)C2=CC3=C(Nc4cccc(N(C)C)c4)N(CC)C3=C2)CC1	407.269	3.136	50.850	5.000	2.000	7.000
Cc1nn(Cc2ccccc2)n(C2CCNCC2)c1=NC(c1ccccc1)C(C)(C)C	417.289	4.654	47.140	5.000	1.000	5.000
NC1CCN(CC2=CC=CC(n3cc(Nc4ccc(F)c(F)c4)c(F)c3F)C2=O)C1	420.157	3.428	63.290	5.000	2.000	5.000
CC(O)C1=CC(c2ccnc(NC3CC3(C)C(=O)NCc3cc(F)ccc3F)c2)C=C1	425.191	3.827	74.250	4.000	3.000	7.000
CSC1=Nc2c(CNC(=O)CN(C)C)c(-c3ccccc3)cn2C1CC1CC1	396.198	4.081	49.630	5.000	1.000	7.000
C[SH](C1CCN(CC2(C)CC(N3CCc4c(CN)cc(F)cc4C3)C2)C1)C1CCN1	434.288	2.836	44.530	4.000	3.000	6.000
CNc1ccc(NC(=O)CC2(C)CCc3cc(N4CCN(C)CC4)ccc32)c(F)c1	410.248	3.852	47.610	4.000	2.000	5.000
CC(=O)Nc1ccc(N2CC(F)(F)C3(CCNCCN(C)CC3)CC2=O)c(C)c1	408.234	2.627	64.680	4.000	2.000	2.000
N#Cc1cc(F)cc2c1CC(N1CCC(c3ccc(F)cc3)N(CC3CCN3)C1)C(=O)C2	436.207	2.941	59.370	5.000	1.000	4.000
COC1=C(F)C=CC(C2CCCN2C2=CC(NC(=O)C3CCN(C)CC3)=C2)C(C)CN1	430.274	2.887	56.840	5.000	2.000	5.000
CCCCc1cc2c(n1-c1ccnc(C)c1C)=NC=2NCC1CCN(C)CCN(C)C1	422.316	2.004	48.690	6.000	1.000	7.000
CCN(C)C1CCC(N2C(=O)CN(CCCN3CCC(C)CC3)C2=O)c2ccccc21	426.299	3.901	47.100	4.000	0.000	7.000
CCC1=NN(C)C(=C2CC(O)CC(CS(C)(C)C)c3ccccc32)C1CN1CCC1	429.281	4.363	39.070	4.000	1.000	5.000
CCS(=O)(=O)Nc1ccc2nc(C)n(-c3ccc(CN4CCCCC4)cc3)c2c1	412.193	4.081	67.230	5.000	1.000	6.000
CC(C)(C)NCC(=O)N1C=C2C3=CC=C(C(C)(C)F)C(F)=C(F)N=CC=C(C3)C2N1	420.214	4.097	56.730	4.000	2.000	3.000
CS(C)(C)C1=CC=C(NC=C2CN(S(=O)(=O)CC3Cc4ccccc43)CN2)C1	419.170	2.815	61.440	4.000	2.000	6.000
CN(CC1CCN(Cc2nn3cccc(C(=N)N)c3c2Cl)C1)C1CCCC1	388.214	2.968	73.650	5.000	2.000	6.000
Cc1ccc(C2=CC=CC(C3=CC=C(S(N)(=O)=O)C(C)C3)(N3CCNCC3)C2)cc1	425.214	3.121	75.430	4.000	2.000	4.000
CC1=NC(Nc2cc(NC(=O)C3CCN(C)C3)cnc2-c2ccccc2)=C1Cl	395.151	3.933	69.620	5.000	2.000	5.000
N=C(NCCCCCN1CCN(c2cc(Cl)cc(Cl)c2)C1=O)c1ccccc1	418.133	5.021	59.430	2.000	2.000	8.000
CSC1=C(NCC=C(F)C2=CN=C(Br)C3CCNCC23)C2=CC=CN1C2	436.073	3.647	39.660	5.000	2.000	5.000
NC(CCC(=O)N1CCC2(CC2Br)CN1C(F)CCl)C1=CC=C2C=CC=C21	455.078	3.594	49.570	3.000	1.000	6.000
O=C(Nc1ccccc1)n1c2ccccc2c(=O)n1CC1(CN2CCCCC2)CCCC1	432.253	4.930	59.270	5.000	1.000	5.000
CC1NCCC(C2CC2)C2=CC=CN(NCc3ccc(Cl)c(Br)c3)N2C1=O	450.082	3.972	47.610	4.000	2.000	4.000
