smiles	MW	LogP	TPSA	HBA	HBD	RotB
COc1cc(CCCc2[nH]c(-c3ccccc3)nc2C)ccc1CC(=O)O	364.179	4.196	75.210	3.000	2.000	8.000
CCc1ccccc1-c1ccccc1CCC(C)=NOCC(C)(C)C(=O)O	367.215	5.352	58.890	3.000	1.000	9.000
CCc1ccccc1CNC(=O)C(c1ccccc1C(CC)C(=O)O)C(C)C	381.230	4.883	66.400	2.000	2.000	9.000
CCc1nc2ccccc2c(CC(=O)O)c1CC(Cc1ccc(F)cc1)C(=O)O	395.153	4.049	87.490	3.000	2.000	8.000
Cc1ccccc1CC1CC(c2ccc(Cl)cc2)=NN1CCCCC(=O)O	384.160	4.924	52.900	3.000	1.000	8.000
COc1cccc(-c2ccc3ncccc3c2C(C)C)c1CCCC(=O)O	363.183	5.441	59.420	3.000	1.000	7.000
Cc1oc(-c2ccc(CC(=O)O)cc2)cc1CCc1ccc(CN2CCCC2)cc1	403.215	5.263	53.680	3.000	1.000	8.000
CCC(CCOC)CC1CCC(OC(=O)C=Cc2ccccc2C(F)(F)F)C1	398.207	5.883	35.530	3.000	0.000	9.000
CCC(Oc1ccccc1)C(=O)NC1CC1c1ccccc1C(CC(C)C)C(C)=O	407.246	5.235	55.400	3.000	1.000	10.000
CCC(COc1ccc(OC(=O)CC=Cc2ccc(F)cc2)cc1)C(=O)O	372.137	4.324	72.830	4.000	1.000	9.000
CC1CN(C)C=C1c1cccc(CC(OCc2ccc(F)c(F)c2)C(=O)O)c1	387.165	4.100	49.770	3.000	1.000	7.000
Cc1ccnc(N2CCCCCC2Cc2ccc(OC(C)C(=O)O)cc2)c1C	382.226	4.542	62.660	4.000	1.000	6.000
O=C(O)C(=O)CCOc1cccc(CC=Cc2ccc(Oc3ccccc3)cc2)c1	402.147	5.157	72.830	4.000	1.000	10.000
O=C(CCCN1CCC(Oc2ccccc2)CC1)c1ccc(C(=O)O)c(F)c1	385.169	4.030	66.840	4.000	1.000	8.000
CCCCOC(=O)C(Cc1ccc(C(F)(F)F)cc1)NCCc1ccccc1	393.192	4.792	38.330	3.000	1.000	10.000
CC(C)CNC(=O)CCn1c(=O)n(CCCc2ccccc2)c2ccccc21	379.226	3.598	56.030	4.000	1.000	9.000
Cc1ccc(CCCOc2ccc(C)c(C(=O)O)c2)c(NCC(C)C)n1	356.210	4.476	71.450	4.000	2.000	9.000
CCc1ccc2c(c1)C(CC)NC2CC=C(Cc1ccccc1C(=O)O)C(=O)O	393.194	4.686	86.630	3.000	3.000	8.000
Cc1ccc2c(CC(=O)NCCCCc3ccccc3C(=O)O)cccc2c1	375.183	4.528	66.400	2.000	2.000	8.000
O=C(O)N(CCC1=C(O)C(=Cc2ccccc2C(F)F)C=C1)Cc1ccccc1	397.149	5.960	60.770	2.000	2.000	7.000
CCc1cc(C=C(CC(CC)c2cccc(C(=O)O)c2)C(=O)O)ccc1OC	382.178	5.008	83.830	3.000	2.000	9.000
CCC(NC(=O)CCc1ccccc1)Nc1ccccc1C(=O)OCCF	372.185	3.710	67.430	4.000	2.000	10.000
CCc1c(CCC(=O)NC2CCCC2)cccc1C(=O)NCCc1ccccc1	392.246	4.213	58.200	2.000	2.000	9.000
CC(=NOCc1ccc(CC(=O)NCc2ccc(C(F)(F)F)cc2)cc1)C(C)C	406.187	5.113	50.690	3.000	1.000	8.000
C=CCC(=O)CCc1ccc(CC(OCc2ccccc2)C(=O)O)cc1F	370.158	4.116	63.600	3.000	1.000	11.000
COCC(=O)NCCc1ccc(Cc2ccc(CNc3ccccc3)cc2)cc1	388.215	4.195	50.360	3.000	2.000	10.000
CCc1c(C)cccc1OCCCCCCOc1ccc(-c2cc[nH]c2)cc1	377.235	6.571	34.250	2.000	1.000	11.000
CC(CC1CCC(CCC(=O)c2ccccc2)=CC=C1c1cccc(F)c1)C(=O)O	406.194	6.319	54.370	2.000	1.000	8.000
CCCCc1c(CCc2ccc(OC(C)=O)cc2Br)cccc1OC	404.099	5.511	35.530	3.000	0.000	8.000
CC(NC(=O)C1=C=CC(CNC(C)c2ccccc2)=C1)C(=O)c1ccccc1	372.184	3.746	58.200	3.000	2.000	8.000
COc1ccc(C(=O)Cc2ccccc2C(=O)NCCc2cccc(F)c2)cc1	391.158	4.232	55.400	3.000	1.000	8.000
C=CC(=O)CCCc1ccc(C(=O)CC(C)c2ccc(CC(F)(F)F)cc2)cn1	403.176	5.641	47.030	3.000	0.000	10.000
CCc1cc(CCN2CCc3cc(C(F)(F)F)ccc32)ccc1OCC(=O)O	393.155	4.336	49.770	3.000	1.000	7.000
CCc1cc(CC(=O)c2ccccc2)cc(C)c1CC(=O)OCC(C)C(C)C	380.235	5.361	43.370	3.000	0.000	9.000
CCc1cc(CCc2cc(OCc3ccc(OC)cc3)ncc2C)ccc1OC	391.215	5.334	40.580	4.000	0.000	9.000
CCCCCC(C)(C)c1ccc(OC(=O)C=CC(=O)O)cc1SC	350.155	4.813	63.600	4.000	1.000	9.000
CCOC(=O)C1=C(CCOCc2ccc(C=Cc3ccccc3)cc2)C=C1CC	388.204	5.973	35.530	3.000	0.000	10.000
CCc1ccc(CCCOC(=O)CC=C2C=C(C(=O)O)c3ccc(C)cc32)cc1	390.183	4.989	63.600	3.000	1.000	8.000
COC(CCCc1c[nH]c2cccc(CN)c12)Cc1ccc(OC(F)(F)F)cc1	406.187	5.106	60.270	3.000	2.000	9.000
Cc1cc(CCCOc2ccccc2)ccc1-c1cccc(CCC(=O)O)c1O	390.183	5.396	66.760	3.000	2.000	9.000
CCCNC(CCc1ccccc1)Oc1ccc(CC(=O)O)c2ccccc12	377.199	4.804	58.560	3.000	2.000	10.000
CN(Cc1ccccc1)Cc1ccc(CCC(=O)Nc2ccccc2CN)cc1	387.231	4.349	58.360	3.000	2.000	9.000
CCc1nc2cc(Cc3ccccc3)ccc2n1CCCCC(=O)OC(C)C	378.231	5.311	44.120	4.000	0.000	9.000
CCc1cccc(C(=O)OCCCc2ccn(Cc3cccc(CC)n3)c2)c1	376.215	4.846	44.120	4.000	0.000	9.000
O=C(C=Cc1ccc(CCCOC(=O)CCc2ccccc2)cc1)NC1CCC1	391.215	4.477	55.400	3.000	1.000	10.000
CCCOC1=CC(CCN(CC2=CC=C(C)C=C(C(=O)O)C=C2)c2ccccc2)=C1	403.215	5.587	49.770	3.000	1.000	10.000
CC=C(COc1ccc2c(c1)-c1cc(CCC(=O)O)ccc1-2)CC(=O)NCC	379.178	4.203	75.630	3.000	2.000	9.000
CC=CCc1ccc2cccc-2n1CCC(CC)Oc1ccccc1C(=O)O	377.199	5.657	51.460	3.000	1.000	9.000
CS(=O)(=O)N1CCCC(CCCC2CC(CC(=O)O)C2)C1c1ccccc1	393.197	4.071	74.680	3.000	1.000	8.000
COc1cc(-c2ccc3c(C(C)C)cccc3c2CCOC(C)C(=O)O)ccc1C	406.214	5.979	55.760	3.000	1.000	8.000
CCC(Oc1ccccc1)(c1ccccc1)c1ccccc1CC(=O)OCC(=O)F	406.158	5.001	52.600	4.000	0.000	9.000
Cc1onc(-c2ccccc2)c1-c1ccc(C(=O)NCCc2ccccc2)cc1	382.168	5.290	55.130	3.000	1.000	6.000
CCCCOc1cc(CCCOC)nc2ccc(C(F)(F)F)cc1c2=O	369.155	4.372	48.420	4.000	0.000	8.000
O=C(CCCc1ccc(SS(=O)(=O)Cl)cc1)NCc1ccccc1	383.042	3.901	63.240	4.000	1.000	8.000
COc1cc(C(Cc2ccccc2)C(C)(C)C2CCC3(C)CC(C)C(C2)C3)n[nH]1	394.298	6.623	37.910	2.000	1.000	6.000
Cn1cc(-c2ccccc2)cc1CC(=O)NCc1ccc(-c2ccccc2)cc1	380.189	5.218	34.030	2.000	1.000	6.000
COCCC(=O)N1CCc2cc(C(=O)NCCCc3cccc(F)c3)ccc21	384.185	3.114	58.640	3.000	1.000	8.000
CS(=O)(=O)CCc1ccc(OCCCc2cccc(-c3ccccc3)c2)cc1	394.160	4.952	43.370	3.000	0.000	9.000
CCCN(CC(=O)O)CC(Cc1ccc(CCCc2cc[nH]c2)cc1)C(=O)F	388.216	3.641	73.400	3.000	2.000	13.000
CCC(CCOCCC(=O)O)(CC(C)C)c1ccc(C(=O)O)cc1	336.194	3.960	83.830	3.000	2.000	11.000
CN1CC(CC=Cc2cc(C(=O)O)ccc2CCC(C)(C)CCCF)CC1=O	389.237	4.975	57.610	2.000	1.000	10.000
Nc1ccc(CCCNC(=O)C2CCCC2Cc2ccc(Cl)cc2)cc1	370.181	4.630	55.120	2.000	2.000	7.000
CCC1(CCCCOc2cccc(CC(C)(C)C)c2)CC(=O)NC1=O	345.230	4.267	55.400	3.000	1.000	8.000
CC(C)CCCCC(O)C(=O)c1ccccc1OCC1=Cc2ccc(O)cc21	380.199	5.085	66.760	4.000	2.000	10.000
CC1=CC(OC(=O)C(Cc2ccccc2)C(=O)O)C=C1Cc1ccccc1C	376.167	4.279	63.600	3.000	1.000	7.000
CCOC(=O)c1ccc(CC(CC(=O)O)Cc2ccccc2)cc1CC1CCC1	394.214	5.082	63.600	3.000	1.000	10.000
CCON=C(Cc1ccc(-c2ccccc2)c(CC(=O)O)c1)c1ccccc1	373.168	4.964	58.890	3.000	1.000	8.000
COCCN(C(=O)C(C)Cc1ccc(CC2CC2)cc1)c1ccccc1C	365.235	4.806	29.540	2.000	0.000	9.000
O=C(O)CC(CCc1ccc(F)cc1)C1=CCN(C(=O)c2cccc(F)c2)C1	385.149	4.071	57.610	2.000	1.000	7.000
CCOC(Cc1ccc(OCC2=CNC(=O)C2=Cc2ccccc2)cc1)C(C)C	391.215	4.766	47.560	3.000	1.000	9.000
CNc1cc(-c2ccc(C(=O)NCCCCc3cccc(C(F)(F)F)c3)cc2)ccn1	427.187	5.562	54.020	3.000	2.000	8.000
O=C(O)c1ccccc1CC=CC(CCOCc1ccc(Cl)cc1)C(=O)O	388.108	4.445	83.830	3.000	2.000	10.000
O=C(O)CCC1(Cc2ccccc2)CC1COC(=O)Cc1cccnc1	353.163	3.281	76.490	4.000	1.000	9.000
CCC(C)(C)CC1CCCc2cc(C(=O)OCCCn3ccc(O)c3)ccc21	383.246	5.687	51.460	4.000	1.000	8.000
Cc1sc(CCC(=O)O)cc1C(=O)CCc1ccc(-c2ccccc2)cc1	378.129	5.556	54.370	3.000	1.000	8.000
CN(C)CC(Cc1ccc(OCC(=O)NO)cc1)c1ccc(-c2ccccc2)cc1	404.210	4.126	61.800	4.000	2.000	9.000
CN(C(=O)OCCN1CCC(Cc2cccc(F)c2)C1)c1ccccc1CC(=O)O	414.195	3.590	70.080	4.000	1.000	8.000
O=CCOc1ccc(CCC(c2ccccc2)c2ccccc2)c(C(=O)O)c1	374.152	4.727	63.600	3.000	1.000	9.000
C=C1C=CC(CCCc2ccc(F)cc2)C=C1CCCON=C(C)C=CC=CN	394.242	6.018	47.610	3.000	1.000	11.000
NC1C(Nc2ccc(CC(CCF)CC(=O)O)cc2Cl)CC2CCCCC21	396.198	4.651	75.350	3.000	3.000	8.000
Cc1ccc(OCC(=O)NCC2C(=O)c3c(Cc4ccccc4)cccc32)cc1	385.168	4.061	55.400	3.000	1.000	7.000
CN(CCCOc1ccc(CC2CCCCN2CC(=O)O)cc1)CC1CCCC1	402.288	4.059	53.010	4.000	1.000	11.000
CC(COCCc1ccc(C(=O)C(F)(F)F)cc1)C(=O)NCC(F)(F)F	385.111	3.305	55.400	3.000	1.000	8.000
CCCCN1C(CC(=O)O)CC(c2ccccc2)N1CC(=O)c1ccccc1	380.210	4.177	60.850	4.000	1.000	9.000
NC1=NC=CC(C=CCN2C(=O)CCC2CCCCc2ccc(F)cc2)C=C1	381.222	4.143	58.690	3.000	1.000	8.000
CCCCC1=CC=C2C=CC=C(CCCC(=O)O)C=C2C1Cc1ccccc1	374.225	6.579	37.300	1.000	1.000	9.000
CCCCC(Sc1ccc(Br)cc1)C1CCCCN1CC(=O)O	399.087	5.039	40.540	3.000	1.000	8.000
CCc1cc(Cc2ccccc2)ccc1Nc1ccc(CC(C)(C)C(=O)O)cc1	387.220	6.237	49.330	2.000	2.000	8.000
Cc1cc(CCc2ccccc2)cc(CC(=O)N2CCC(OCCCC(=O)O)C2)c1	409.225	3.805	66.840	3.000	1.000	10.000
CCC(=O)N1CC(CCCOc2ccccc2CCc2ccccc2)CC1=O	379.215	4.416	46.610	3.000	0.000	9.000
CCc1cc(Cc2cc(-c3ccc(C)cc3)ccc2OCC(=O)O)cc(C)c1O	390.183	5.293	66.760	3.000	2.000	7.000
CC(C)c1ccccc1C(=O)OCCc1cccc(CC(=O)O)c1CC1CC1	380.199	4.789	63.600	3.000	1.000	9.000
C=C1C(C)=CC=C2OC(C(=O)CCC(OCc3ccccc3)C(=O)O)CC12	368.162	3.811	72.830	4.000	1.000	8.000
CCOC(Cc1ccc(OCC(F)(F)F)cc1)Cc1c[nH]cc1CC(=O)O	385.150	3.773	71.550	3.000	2.000	10.000
CCOC=CC(=O)N1CCC(Cc2ccc(CCN(CC(C)C)C(=O)O)cc2)C1	402.252	3.806	70.080	3.000	1.000	10.000
CC=CCc1cnc(Oc2ccccc2C(=O)CCC2CCC(C)C2)cc1C	377.235	6.700	39.190	3.000	0.000	8.000
CCCc1cc(Cc2ccc(OCCNc3ccccc3C)cc2)ccc1C(=O)[O-]	402.207	4.393	61.390	4.000	1.000	10.000
CCCCC(CCC)C(=O)C1CCC2=C(C=CC2CN2CCCCC2)C1=N	370.298	5.560	44.160	3.000	1.000	9.000
C=CC=C1C=C(CCC(=O)O)C=CC=C1C=C1C=Nc2cc(OC(C)C)ccc21	387.183	5.973	58.890	3.000	1.000	7.000
Cc1ccc(CNCCN2C=CC3=CC=C2C(CCO)Cc2ccccc23)cc1	386.236	4.436	35.500	3.000	2.000	7.000
CCOC(=O)C(CC)CC1C=CC(NC(=O)CCc2ccc(F)cc2)CCC1	389.237	4.579	55.400	3.000	1.000	9.000
COc1cc2c(cc1OC)N(C(=O)CCc1ccc(CC(C)C)cc1C)CC2	381.230	4.733	38.770	3.000	0.000	7.000
NC(=O)c1ccccc1Cc1ccc(CCNCc2ccccc2CCCF)cc1	404.226	4.611	55.120	2.000	2.000	11.000
CC=CCOc1ccc2cccc(CCN(CCC3CCC3)CC(=O)O)cc1-2	381.230	4.866	49.770	3.000	1.000	11.000
C=c1ccc2cc1=CC=C(c1nc(CCOCc3ccc(OC)cc3)sc1C)C2	403.161	4.050	31.350	4.000	0.000	7.000
CC(CC1CCCC1)=NOCc1ccc(Cc2cc(-c3ccccc3)c[nH]2)cc1	386.236	6.745	37.380	2.000	1.000	8.000
Cc1ccc(F)c(OC(C(=O)Nc2ccc(CC(=O)O)cc2)C2CC2)c1C	371.153	3.866	75.630	3.000	2.000	7.000
Nc1cccc2cc(C(=O)C=CCCCc3ccc(OCCF)cc3)ccc12	377.179	5.532	52.320	3.000	1.000	9.000
CCN(CC)CCCc1ccc(OCc2cc3cc(Cl)[nH]c(=O)c3[nH]2)cc1	387.171	4.363	61.120	3.000	2.000	9.000
COc1ccccc1CCCC1C(CC(=O)O)C2CCC(c3cccnc3)CC12	393.230	5.334	59.420	3.000	1.000	8.000
CC(=O)C1=CC=C(C(=O)O)C(CCc2ccc(CC=Cc3ccc(C)cc3)cc2)C=N1	413.199	5.368	66.730	3.000	1.000	8.000
CCCOC(=O)C1Cc2ccccc2C(CCCCc2ccccc2)C1=O	364.204	4.878	43.370	3.000	0.000	8.000
CCOC(Cc1ccc(OCC=Cc2ccc(Cl)cc2)cc1)C(=O)O	360.113	4.464	55.760	3.000	1.000	9.000
O=C(O)c1cccn1CCCNc1ccc(COc2ccc3ccccc3c2)cc1	400.179	5.421	63.490	4.000	2.000	9.000
CCCC(Cc1ccc(C(C)(C)C)cc1)NCCCOc1ccccc1C(=O)[O-]	396.254	4.118	61.390	4.000	1.000	11.000
CN(Cc1ccc(OCC=C(Cc2ccccc2)C(=O)O)cc1)c1ccccc1	387.183	4.956	49.770	3.000	1.000	9.000
Cc1ccc(CN(CCC=Cc2ccc(C(=O)O)cc2)C(C)c2ccccc2)cn1	400.215	5.755	53.430	3.000	1.000	9.000
CN(CC(Cc1ccccc1)c1ccccn1)NCc1cccc(C(=O)O)c1	375.195	3.743	65.460	4.000	2.000	9.000
O=C(O)c1cc(Cc2ccccc2)ccc1C(=O)CC=CC(F)CC(F)(F)F	394.119	5.395	54.370	2.000	1.000	8.000
CCC(Oc1ccc(C(C)(C)COC(=O)CCc2ccc(C)cc2)cc1)C(=O)O	398.209	4.691	72.830	4.000	1.000	10.000
N=C(N)c1ccc(CC(CCN2CC=C(F)C2)Cc2ccc(F)cc2)cc1	369.202	4.070	53.110	2.000	2.000	8.000
COC(CC=CC=C(C)C(=O)O)(c1ccccc1)c1cccc(C(F)(F)F)c1	390.144	5.573	46.530	2.000	1.000	7.000
CCc1ccc(C(=O)NC2CC2CCN(CCc2ccc(Cl)cc2)C(=O)O)cc1	414.171	4.634	69.640	2.000	2.000	9.000
Cc1ccc(CCOC(=O)CC(C(=O)O)c2ccc(F)cc2)cc1CC(C)C	386.189	4.677	63.600	3.000	1.000	9.000
CC(=O)NCCC1CC(=CC=C2C=CC(OCc3ccc(F)cc3)=C2)C1=O	367.158	3.764	55.400	3.000	1.000	7.000
C=C(C)c1ccc(CCCC(=O)NCCCOc2ccc(Cl)cc2)cc1	371.165	5.281	38.330	2.000	1.000	10.000
CCCC1=NC2=C(C(=O)O)CCCCC2CC1=CCCC(=S)SCC	379.164	5.947	49.660	4.000	1.000	7.000
Cn1cccc1CCOc1ccc(CC(Cc2ccc(F)cc2)C(=O)O)cc1	381.174	4.272	51.460	3.000	1.000	9.000
CC(c1ccc(C(OCc2ccccc2)C(F)(F)F)cc1)c1ccccc1O	386.149	6.364	29.460	2.000	1.000	6.000
O=C(CC1CCC1OC(=O)Cc1ccccc1)NCc1ccccc1Cl	371.129	3.911	55.400	3.000	1.000	7.000
C[SH](=O)(Cc1ccccc1)c1ccccc1NN=CCc1cccc(Cl)c1	398.122	5.186	41.460	3.000	2.000	7.000
CCc1c(CC(=O)O)cccc1C1CCC1CC(=O)C(C)Cc1cccnc1	379.215	4.603	67.260	3.000	1.000	9.000
COc1ccc(CC(C=C(C)C=NC(=O)Cc2ccccc2)c2ccccc2)cc1	397.204	5.808	38.660	2.000	0.000	8.000
Cc1cc(OCc2ccccn2)ccc1C(=O)CCC1Cc2ccccc2C1	371.189	5.347	39.190	3.000	0.000	7.000
CC(C)Cc1ccc(Cc2ccc(OCc3ccccc3)cc2CC(N)=O)cc1	387.220	5.083	52.320	2.000	1.000	9.000
CCCN1CCC2=CC(N(CCC(=O)O)CCc3cccc(C(F)(F)F)c3)C=C21	408.202	4.333	43.780	3.000	1.000	9.000
CC(C)(OCC(=O)c1ccccc1)C(NCCc1ccccc1)c1ccccc1	387.220	5.238	38.330	3.000	1.000	10.000
CCn1c(CC(=O)O)cc2cc(C=CC=Cc3cccc(C(F)(F)F)c3)ccc21	399.145	6.034	42.230	2.000	1.000	6.000
CC(CCCc1cccc(Cl)c1Cl)OC(c1ccccc1)C(O)C(=O)O	396.090	4.908	66.760	3.000	2.000	9.000
CCN1C(=O)C(OCCCCc2ccccc2)c2ccccc2CCC1N	366.231	3.847	55.560	3.000	1.000	7.000
Cc1sc(Cc2ccc(CC(=O)O)cc2)cc1C(=O)CCC1CCCCC1	384.176	5.818	54.370	3.000	1.000	8.000
COCCc1ccc2c(c1)c(CNC(=O)c1ccc(OC)cc1)cc1ccccc12	399.183	5.121	47.560	3.000	1.000	7.000
CCc1ccc(COC(C(=O)NCC2=CC=C(C(C)C)OC2)c2ccccc2)cc1	405.230	5.120	47.560	3.000	1.000	9.000
OCc1cc(OC(Cc2ccc(OCc3ccccc3)cc2)C2CC2)ccc1F	392.179	5.297	38.690	3.000	1.000	9.000
CCCC(Cc1ccccc1-c1ccccc1C)Oc1ccccc1C(=O)O	374.188	6.150	46.530	2.000	1.000	8.000
CC=CN=C1C(=O)N(CCCC2=CC=CC(CC(C)C)C=C2)C(=O)c2cnccc21	403.226	4.882	62.630	4.000	0.000	7.000
CC1=CC=CC(CCOC(=O)CCc2ccccc2C(=O)O)C=C1c1ccccc1	402.183	5.467	63.600	3.000	1.000	8.000
CCOC(c1ccccc1)N(CCc1ccccc1)C(=O)c1ccccc1CC	387.220	5.669	29.540	2.000	0.000	9.000
CCOc1cccc(CNC(=O)c2ccccc2C2=C(CCCC(F)(F)F)C2)c1	403.176	5.905	38.330	2.000	1.000	9.000
CCCCc1cccc(N(Cc2ccccc2C(=O)OC)C(=O)CC2CCC2)c1	393.230	5.539	46.610	3.000	0.000	9.000
CC=C(C)c1ccccc1Oc1ccc(CC(=O)O)cc1CC(=O)OCCF	386.153	4.584	72.830	4.000	1.000	9.000
CCc1ccccc1CCCNC(=O)c1nc(-c2ccc(OC)cc2)oc1C	378.194	4.584	64.360	4.000	1.000	8.000
CCC(C)CC1C2(C)CCCC2C1(CCC=C(C)C1=C(O)C(OC)=C1)COC	388.298	6.574	38.690	3.000	1.000	10.000
CCCN(CCc1ccccc1)C1Cc2ccccc2C(=O)N1CCCCC(=O)F	410.237	4.632	40.620	3.000	0.000	11.000
CC(=O)C=CC(C(=O)O)C(=O)c1cccc(C2CCCCC(c3ccccc3)C2)c1	404.199	5.547	71.440	3.000	1.000	7.000
