smiles	MW	LogP	TPSA	HBA	HBD	RotB
COC(=O)C=C1NC=C(C)N1C=CC(N)=C(CN)C(Cc1cccc(C)c1)C(=O)O	412.211	1.704	130.910	7.000	4.000	8.000
COC1=CC=C(c2ccccc2)C(c2ccc(F)cc2)C(N)=C1C#N	332.132	4.273	59.040	3.000	1.000	3.000
C=CC1C(NC(=O)Nc2ccccc2C)CCN1C(=S)Sc1cccc(N)n1	413.134	3.800	83.280	5.000	3.000	4.000
CNc1ccc(C(c2ccc(Cl)cc2)C(N)Cc2cccc(F)c2)cc1OC	398.156	5.231	47.280	3.000	2.000	7.000
CSC1CC(CC2CCCN2C)C(C)(C)CCCN1	284.229	3.576	15.270	3.000	1.000	3.000
CCc1nc(CCc2ccc3cc2CN[SH]2C=CC=C32)ccc1C=COC	378.177	4.934	34.150	3.000	2.000	6.000
C=CN(Cc1ccccc1C#N)C(=CC=NS(=O)(=O)C=CC=CC(=N)N)c1ccccc1	445.157	3.951	123.400	5.000	2.000	10.000
NC(c1cc(O)cc(O)c1C=S(=O)=O)C(c1ccccc1F)C(F)F	373.060	2.315	100.620	5.000	3.000	5.000
N#Cc1ccc(C(=O)NCCO)c(C=CN2CNCCC(NC3Cc4ccccc4C3)C2=O)c1	459.227	1.156	117.490	6.000	4.000	7.000
CNCCNC(=NCc1cccc(F)c1)NC(=O)N(C)c1ccccc1C(=O)O	401.186	2.035	106.060	4.000	4.000	7.000
C=CC1=C(CC(N)=O)C=C(F)C1=CNC1=CC=CN=CN1	286.123	1.671	79.510	4.000	3.000	5.000
CCC1=C(C)C(=CC(=O)NC(C)(C)CCN)C=C1c1ccc(F)cc1	342.211	4.119	55.120	2.000	2.000	6.000
C=CC1CC(C)N(C(c2ccncc2)c2ccncn2)C1	280.169	2.857	41.910	4.000	0.000	4.000
CNC(=O)C(N)C(NC1C(O)CNC1c1ccccc1)C1CC=CC(F)=C1F	392.202	0.819	99.410	5.000	5.000	6.000
NC1CC(=O)NC(CCC2CCCCC(F)(F)NCCC2)C1C(=O)NC1C=CC(C(F)(F)F)=C1	492.252	3.295	96.250	4.000	4.000	5.000
O=C1CC=CC=COC=C(CNC(=O)C2C=NC(C=CC(F)(F)F)=C2F)C=CC=CN1	437.136	3.663	79.790	4.000	2.000	4.000
CCC(C(=O)N(C)C1CCCCC1C#N)c1cccc(C(C)(F)F)c1C(N)=O	391.207	3.932	87.190	3.000	1.000	6.000
C=CC1NC2=CC(=O)C(CC(=O)N3CCC(c4ccc(F)cc4)CC3)=CC21	366.174	3.089	49.410	3.000	1.000	4.000
COc1ccc(S(=O)(=O)C(=CC(C)C)C(=O)C(N)CC(=O)N2CCC(C)C2CO)cc1	452.198	1.525	127.000	7.000	2.000	9.000
CCc1cc(CNC(N)CC=C2C=C(OC)C(CF)=CC2)ccc1OC	360.221	3.778	56.510	4.000	2.000	9.000
CC(N)C(C)C(=O)N1CCCC1CNC(=O)C=C1CC(F)=Cc2ccccc21	385.217	2.875	75.430	3.000	2.000	5.000
N#CC(c1ccc(F)cc1F)C1C=NC2CC(N)CC(N3CCCC3N)=C2C=CNC1=O	440.214	2.027	120.530	6.000	3.000	3.000
CCOC(=O)CC1C(CC)C2=CC1N(c1ccc(C(F)(F)F)[nH]1)C(C)=N2	369.166	4.134	57.690	4.000	1.000	5.000
CC1CCCC1C=CN(Cc1ccccc1)c1ccn[nH]1	281.189	4.366	31.920	2.000	1.000	5.000
CC1CC1C(=O)NCc1ccccc1CC(=O)NC1C=CC(F)=C(c2ccco2)C=CN(C(=O)CCC(=O)O)CC1	563.243	4.127	128.950	5.000	3.000	10.000
C=CC(=CC=CCN)C=C1C=Cc2c(F)cccc2O1	269.122	3.743	35.250	2.000	1.000	4.000
COC=NC=C(CNC(=O)NC1CCCC1C)C(O)CC=C1CCCC(N)C1C	406.294	2.857	108.970	5.000	4.000	8.000
Cc1ccccc1CCCNC(=O)C1CCCC(=O)C(N)CCCN1	345.242	1.863	84.220	4.000	3.000	5.000
CC(N)(C=CC=C([O-])[N+]=O)C=NC=CC1(C)CCC(F)(F)C1	312.152	1.974	92.610	5.000	1.000	6.000
Cc1c(C2CC3NCC(NC(C)C)C(C)CC3CNN2CC(F)(F)CC=O)ccc(Cl)c1Cl	504.223	4.758	56.400	5.000	3.000	7.000
CC1NC(=O)CN1C1CCN(C)C2C(C=NC(F)C3=CC(F)(F)C(F)=C(F)C=C3)=C21	428.164	2.796	47.940	4.000	1.000	4.000
CCN(CC)c1ccc(C=NC(=C(C)C(N)C(N)=O)c2ccccc2)c(N)c1	379.237	2.778	110.730	5.000	3.000	8.000
COCC(O)CCNC(=O)N1Cc2cccc(C#N)c2C1=O	303.122	0.621	102.660	5.000	2.000	5.000
O=CC(O)=C1CC=C(c2ccc(F)cc2F)N1C1=CC(F)=CC=C(F)C1	363.088	4.974	40.540	3.000	1.000	3.000
CC1CC(F)CN1C(=CN)c1ccc2[nH]cnc2c1	260.144	2.252	57.940	3.000	2.000	2.000
C=CC1CCN(C(=O)CC2CCC(F)(F)CN2)CCN1CNC(=O)C12C=CC(=NCCC1)CC=CC=C(C=O)CC2	571.333	3.569	94.110	6.000	2.000	7.000
NC1=NOC(CC(=O)C2CCCC(C(N)c3cccc(F)c3F)C2N)C=C1	378.187	1.895	116.720	6.000	3.000	5.000
CCC=Cc1c(NCC(=O)NS(=O)(=O)C(N)CCC(=O)OCC)c1=O	373.131	-0.168	144.660	8.000	3.000	11.000
O=CC(CCO)(NCCOC(=Nc1ccncc1)c1ccccc1)c1ccc(F)cc1F	439.171	3.521	83.810	6.000	2.000	10.000
CC(N)NC(=O)C1CC(CN)C(c2ccc(F)cc2F)=CC(=O)N1	338.155	0.233	110.240	4.000	4.000	4.000
CCCCNC(=O)C=C(Br)C=C(F)C=C(F)C=CC#N	344.034	3.968	52.890	2.000	1.000	7.000
CC(C)CC1=CNC(N2CCCC2C)=NC(N2CCOCC2)=N1	319.237	2.006	52.460	6.000	1.000	2.000
CC=C(N)C=CC(Br)=CC(N)=CC(=O)OC	286.032	1.700	78.340	4.000	2.000	4.000
C=CC1CNC(C)N1C(=O)C(N)C1CCC(c2ccc(F)cc2)C1CN	360.233	1.554	84.380	4.000	3.000	5.000
NCCN(F)c1ccc(C(F)(F)F)nc1C(F)F	273.070	2.688	42.150	3.000	1.000	4.000
NCCC1CCCCN(C=C2C=C(C(=O)NCc3ccccc3)C(N)C(=O)N2)CC1	411.263	1.369	113.480	5.000	4.000	6.000
CCCC1CC(F)(F)CC1CC1(C=O)NCCC2OC1C=C1SCCN12	386.184	3.384	41.570	5.000	1.000	5.000
CCNC(=O)C1(NC(N)Cl)C(=S)SC1C	267.027	0.395	67.150	5.000	3.000	4.000
CCOCCC1NC(c2ccc(C)cc2)C(c2cc(F)ccc2F)OC1C=CC=C1N=CC=C1C#N	489.223	5.814	66.640	5.000	1.000	8.000
C=C1C(NC(=O)CCCCC#N)C(N)CN1CCC(C)(NC)C(=O)NC	364.259	-0.174	123.280	6.000	4.000	10.000
Cc1cc(Cc2cccnc2C=O)c2c(n1)C(N)CCNC2=O	310.143	1.322	97.970	5.000	2.000	3.000
CCCn1c(NC)c(C(=O)N2CCSC2)c2ccccc21	303.141	3.240	37.270	4.000	1.000	4.000
O=CNC=CCCCC(F)(F)CCNCCCC(=O)NC1CCCCCCCC1	415.301	4.431	70.230	3.000	3.000	14.000
CC=C[SH]1C2=C(C(=O)NCc3cc(F)ccc3F)C(NCc3ccccc3N)NC(=N2)C1C	471.190	3.429	91.540	5.000	5.000	7.000
NC(C=CC(=O)NCC=CC=CC(=O)O)=C(Br)C=CC(=O)n1cccc1F	437.039	2.258	114.420	5.000	3.000	8.000
CC(F)(F)c1ccc(CC(N)CC(=O)NC2CCC2)c(-c2ccncc2)c1	373.197	3.789	68.010	3.000	2.000	7.000
N#CC1CC(F)CN1C(=O)CC(N)COC(=O)C1CNC1N	313.155	-1.786	134.470	7.000	3.000	5.000
CC(C)(C)NC1=CC(CCNCC2C=NN=N2)=CCC(=O)NC1=O	332.196	1.031	107.310	7.000	3.000	6.000
CCNC(=O)C(CC)=C(NCc1ccccc1)Oc1ccc(S(C)(=O)=O)cc1CC=O	444.172	2.758	101.570	6.000	2.000	11.000
COCCNC(=O)N1CCCN1N=CC(=O)Nc1ccccc1	319.164	0.890	86.270	5.000	2.000	6.000
CC1CCCCC1(N)C=NNc1cc(F)ccc1C#N	274.159	3.003	74.200	4.000	2.000	3.000
COc1cc2c(cc1N)CCCC1(C=CC=C(C(F)(F)C=CC(F)F)C1C)C2	395.187	5.732	35.250	2.000	1.000	4.000
CC#CC=C1C=C(C(C)(C)C)C=NC(C(F)(F)F)=CCN1C(=O)CC(N)Cc1cc(F)c(F)c(N2CCc3ccccc32)c1	610.273	7.158	61.930	4.000	1.000	5.000
COC(=O)N1CCNC(=O)C(CC(=O)NCc2cc(F)ccc2F)C1	355.134	0.785	87.740	4.000	2.000	4.000
C=NC(C1=CC=C(C(CC=O)c2ccccc2)NC1)C(O)(F)F	320.134	2.427	61.690	4.000	2.000	7.000
CC(C)=CCC(C(C)=CO)=C(F)C=C(C)C(=O)c1nc(F)ccc1F	351.145	5.531	50.190	3.000	1.000	6.000
CCCCCCCCC(N)CC(=O)c1cc(O)ccc1NC(N)=O	335.221	3.534	118.440	4.000	4.000	11.000
CNC1CC(C)(NC(=O)Nc2ccccc2C)c2ccccc21	309.184	3.696	53.160	2.000	3.000	3.000
CC(C1=CC=C(F)C(F)=C(F)C(F)=C1)C(F)(F)F	272.044	4.982	0.000	0.000	0.000	1.000
COCCOC=CC=CC(F)c1ccc2c(c1)CN(CCc1cnc(F)c(F)c1)C(O)C(F)CC2	494.219	4.751	54.820	5.000	1.000	10.000
CN1CCN(C(=O)NCC2CCOC(C(N)NC=O)CC2)C(=O)N1C	356.217	-0.874	120.240	6.000	3.000	5.000
Cc1ccc2c(c1F)C(O)C(O)C(NCCCS(C)=O)C=CC2=O	355.125	1.008	86.630	5.000	3.000	5.000
CC1=CC=C(C(=O)CC(C)N2CCCC2C2NC(=O)CCCC2C)C1	344.246	3.380	49.410	3.000	1.000	5.000
CNC(=O)N1CCCN1S(=O)(=O)CCN(CCCc1ccccc1)C(=O)CC(N)Cc1cc(F)c(F)cc1F	569.228	2.417	116.050	5.000	2.000	12.000
Cc1ccccc1NC(=O)NC1C(N)C2C(=O)Nc3cc(ccc3F)CC(C#N)NCC12	436.202	1.874	132.070	5.000	5.000	2.000
CC(C)(C)NCC(=O)N(O)Cc1cscn1	243.104	1.249	65.460	5.000	2.000	4.000
NCC1CC(N2CCc3ccccc3C2O)Cc2cc(C(N)C(=O)N3CCCC3)ccc21	434.268	2.215	95.820	5.000	3.000	4.000
CCC1(N)CC(N)N2CCCCC(N)c3ccc(-c4ccc5c(c4)OCO5)cc3CCC1C2	450.299	3.913	99.760	6.000	3.000	2.000
OC(COc1ccccc1)C1CCN(c2cc(F)ccn2)C1	302.143	2.487	45.590	4.000	1.000	5.000
CCCC1=Cc2cc(C(F)(F)F)ccc2C1=CC=C(C(N)=O)C1(C)C=CC(F)=C(F)C(F)=CC1	479.168	7.668	43.090	1.000	1.000	5.000
CN(N=CC1=CC=CCC(O)=CN1)C(=O)C(N)C(=O)CC1CCCCC1	360.216	2.130	108.020	6.000	3.000	6.000
CC1=C(N)C=C(CCC(=O)O)c2ccccc2C(O)=C1O	287.116	2.966	103.780	4.000	4.000	3.000
Cc1cc2c(cc1NC(=O)C(C)N)OC(CCCC(F)(F)F)C2	330.156	3.317	64.350	3.000	2.000	5.000
CNc1nc(C=C2C=NC=C2C(F)(F)F)ncc1CN	283.104	1.891	76.190	5.000	2.000	3.000
Cc1c(C(C)(C)C)ccc(N(C)CCCCc2ccncc2)c1C1CCCC1	378.303	6.804	16.130	2.000	0.000	7.000
O=C1C2NCCNC2Cn2c(N=CCc3ccncc3)nc(=O)n21	327.144	-1.031	106.200	9.000	2.000	3.000
C=CC(F)(F)CNC(=O)C12COC=NC(=CC=C(O)C=CC=CC(C(O)Cc3ccccc3)=N1)C2	483.197	3.608	103.510	6.000	3.000	7.000
CCC(C)(C)CC(=O)C1C(C)C(C)C(C)(C)CC1C(C)C	294.292	5.972	17.070	1.000	0.000	5.000
CC(C)C(=O)NCC(C(N)=O)C(C)CC#N	225.148	0.410	95.980	3.000	2.000	6.000
COCc1ccc(C=CC(=O)NC2CCN(c3cc(-c4ccccc4)nn3C)C2)cc1	416.221	3.642	59.390	5.000	1.000	7.000
CCCN(C=C(c1ccccc1)C(N)C(=O)N=C(C=CC(C)C)CC=C(C)C)CC	409.309	5.623	58.690	3.000	1.000	11.000
NC1=NC2=CC=CC13C=CCC(C(N)C(=O)NCCC(F)(F)F)(C=CN=C3)N2	394.173	1.023	117.890	6.000	4.000	4.000
CC1CC(c2cccs2)CCN1CC1NC[SH](=O)(O)C1c1ccccc1F	410.150	3.615	52.570	4.000	3.000	4.000
CC1CCCC1NC(=O)C(N)C1CCCC(N(C)C(=O)CCC2=CC=CC2)C1	387.289	3.302	75.430	3.000	2.000	7.000
CC(CC(F)C(F)(F)F)=C(Nc1ccc(Cl)c(Cl)c1)C(=O)N1CCC(F)(F)C1	448.054	5.837	32.340	2.000	1.000	5.000
CC(C)=CCC1=CC(C(=O)N(c2cccc(C)c2)N(C)C)C=CC(C)=C1	350.236	5.220	23.550	2.000	0.000	5.000
CC1=Nc2ccc(n2NC=O)OC(C)(C(=O)NCCc2ccccc2)C(=O)N1	383.159	0.864	113.820	6.000	3.000	6.000
N#CC1=CN=CC(F)C2N=C1C=C2CC(=O)N1CCOC1	288.102	0.772	78.050	5.000	0.000	2.000
O=C(CO)CCC(CC(F)(F)F)NC(=O)NC=C1C=C(Cl)C(NC(=O)c2ccc3ccccc3c2)=C1	521.133	4.436	107.530	4.000	4.000	9.000
CC1=C(CN)C2=CCN(CCNC(=O)C(C)C)C2CCC1	291.231	1.828	58.360	3.000	2.000	5.000
O=C1c2ccccc2C2=CC(=O)N(c3ccc(Cl)c(Cl)c3)C(=O)CN12	372.007	3.364	57.690	3.000	0.000	1.000
CCC(N)(CC(=O)N1CCNNC(=O)Nc2ncnn2C1)c1ccc(Cl)cc1F	424.154	1.151	130.200	7.000	4.000	4.000
C=CCNC(C=CC(C)=O)C=Nc1ccc2ccccc2c1	292.158	3.832	41.460	3.000	1.000	7.000
CN(C(=O)NCC1C=CC(c2ccccc2)=NN1)c1ccccc1CC(F)(F)F	402.167	3.870	56.730	3.000	2.000	5.000
CC(=O)CC1C(=O)NCCCC(C(O)C2Cc3ccccc3CC2O)C1NC(C)C	416.268	1.611	98.660	5.000	4.000	6.000
CC#CCN1CCC2=C(C)C=CCN(CC(=O)NCCN3CCN(c4ccncc4)CC23)CC(=O)NCC1N	534.343	0.007	110.070	8.000	3.000	2.000
CNC(=O)C(O)NC(=O)N1C=CC2(C=CC=CC(C3CC3)=C2)C=C(CN)C(C=Cc2ccccc2)C=C1C=O	526.258	3.336	124.760	5.000	4.000	7.000
NC1=CC=CC=C(F)CCOc2ccc(F)cc2C=CC(=O)NC1	332.134	2.990	64.350	3.000	2.000	0.000
N#CC=C1C(O)=C(CNC(N)=O)c2cc(Cl)ccc21	275.046	2.198	99.140	3.000	3.000	2.000
NC1Cc2ccc(F)cc2CC(N2C=CC=C(Br)S2)C1	354.020	3.724	29.260	3.000	1.000	1.000
CC1(CF)NC=CC(C(F)(F)C(F)(F)F)=C1F	263.054	3.253	12.030	1.000	1.000	2.000
CN1CNCCC(F)C1(O)NC1CCc2ccccc21	279.175	1.130	47.530	4.000	3.000	2.000
C=C(N)C(=NC=COC)c1cc(C)c(F)c(N)c1	249.128	2.095	73.630	4.000	2.000	4.000
CC#CCn1cc(-c2ccc(Br)cc2)n(Cc2ccccc2)n(C)c(=O)[nH]1	424.090	3.942	47.650	4.000	1.000	4.000
CC(F)CCCNC1CCC(NC(=O)C2=C(N)C=CNC=C(F)C2)C1CF	386.229	2.478	79.180	4.000	4.000	8.000
NC(CC(=O)N1CCC(F)C1)C(=O)COC(=O)Nc1cccc(O)c1O	369.134	0.503	142.190	7.000	4.000	6.000
O=C1CNC(C(=O)NCCNCc2ccccc2)NCCC(c2ccccc2F)=CC(Cl)=C(Cl)C1	518.165	3.673	82.260	5.000	4.000	7.000
Cc1cc(C(F)(F)F)ccc1-c1cc(Br)ccc1C1(c2cc(F)c(F)cc2F)CNC1=O	513.016	6.277	29.100	1.000	1.000	3.000
CC(C#N)NC(=O)C=C(N=C(NCc1ccccc1)C1CCNCC1)C(O)C(=O)O	413.206	0.532	146.840	6.000	5.000	8.000
CC1CC(NC(=O)c2ccc(Cl)cc2Cl)CCN1C(=O)C(O)(C#N)C(=O)NCc1ccccc1F	520.108	2.813	122.530	5.000	3.000	6.000
CC(C)(CNCCC(OCC=O)C(F)(F)CNNNC=O)NCC(=O)N1CCCC1C#N	461.256	-1.177	147.620	9.000	5.000	17.000
NCC1C=C(c2cncc(C(F)F)c2)C=CC(F)=C1F	284.094	3.698	38.910	2.000	1.000	3.000
CC1NC(=O)CN(C(=O)NCc2cc(F)c(F)cc2F)C[S+]1C	348.099	1.297	61.440	2.000	2.000	2.000
CNCC1CCNC(=O)C(C)Nc2ccccc2-c2cc(Cl)ccc2C1C(=O)N1CCCC1	468.229	3.869	73.470	4.000	3.000	3.000
CCC=NCC(=CC(=O)NCC(N)C1=CC=CNCCOC1)NC(C)=NN	377.254	-0.264	139.150	7.000	5.000	8.000
O=CC(Cl)(CNC(=O)c1ccncc1)C1C=CC(F)=C(F)C1F	344.054	2.663	59.060	3.000	1.000	5.000
CNC(=O)NC=CC=C(CNC(N)(N)N1CCCC1C)C(F)F	332.214	0.223	108.440	5.000	5.000	7.000
COCC1=CC=C(NCC=O)C=CCN1F	226.112	0.945	41.570	4.000	1.000	5.000
CC(N)(F)CCN(Cc1cnc(-c2ccccc2)cn1)C(N)C(=O)N1CCC1	386.223	1.497	101.370	6.000	2.000	8.000
COc1ccc(OC(=O)N2CCCN(C(=O)NCCCS(C)(=O)=O)CC2)cc1OC	443.173	1.355	114.480	7.000	1.000	7.000
C=C1OCCN1C(=O)NCCCC1C=C(CN)C(C(C)c2ccc(F)c(F)c2NCC=O)=N1	461.224	2.681	109.050	6.000	3.000	10.000
CC1N=C2CCCC2N(C(=O)CC(N)CC=CC(F)=C(F)C(F)(F)F)CCCNC1=O	450.205	3.094	87.790	4.000	2.000	5.000
CCCC=CNC(C=O)C(N)=O	170.106	-0.057	72.190	3.000	2.000	6.000
NC(=O)N(CCNC(=O)N1CCCC1)c1ccc2ccccc2c1	326.174	2.530	78.670	2.000	2.000	4.000
C=CC=CC=CCNS(=O)(=O)N1C2=CCC1NC2	267.104	0.638	61.440	3.000	2.000	6.000
Nc1ccccc1CNCCCNC1CCNC(=O)c2cc(F)c(F)cc21	374.192	2.491	79.180	4.000	4.000	7.000
COC(=O)c1ccc2c(c1)CCC(C(=O)CC1CCC(N)CC3(CCCC3)C1)C2	397.262	4.615	69.390	4.000	1.000	4.000
CC(=O)C(Cc1ccccc1)NC1CCCC(NC(=O)c2ccc(F)c(F)c2)C1	400.196	3.796	58.200	3.000	2.000	7.000
CC1CC(CNCC(=O)NCCNC(=O)c2nncn2C)N(C(=O)c2cccc(C(F)(F)F)c2)C1	495.221	0.820	121.250	7.000	3.000	9.000
CN1CCC=C(C=C2c3ccccc3N=C(N)C2N)CN1	283.180	1.166	79.670	5.000	3.000	1.000
C[SH](=O)=C1C=CC(CNC(C(=O)N2CCCC2)c2cccnc2F)=C1	363.142	1.253	62.300	4.000	2.000	5.000
CCOOc1ccc(S(=O)(=O)CNCCNC2CCC(Cc3ccccc3)C2)[nH]1	421.204	2.667	92.450	6.000	3.000	12.000
C=CC=CC1C(N)=CCn2nc(c(N)cc2=O)C=CC(Br)=C1CN	389.085	1.661	112.950	6.000	3.000	3.000
CCC1CNC(C)N(C(=O)C=CC=C(F)C=CC(F)F)C1	302.161	3.021	32.340	2.000	1.000	5.000
C=C(C=CC=C(Cl)C(=C)Cl)CC1CC(N)C(C(=O)OC)C1	329.095	3.891	52.320	3.000	1.000	6.000
O=C(O)NC1=C(C2CCCCC2)Nc2ccccc2C1	272.152	3.714	61.360	2.000	3.000	2.000
Cc1ccccc1NC(=O)NC1CCC(NC2=CC(=CCN)C=N2)C1	339.206	2.438	91.540	4.000	4.000	5.000
C=C(C=CC=CC(N)CC(=O)NCC1=CC=CNC(=O)C(S)SC1)NC(=O)c1ccc(F)c(F)c1C	534.157	3.022	113.320	6.000	5.000	9.000
CCCC(F)(F)CNC(=O)NCC(=O)NCC(N)CCC1=C(C=COC)C(C(C)C)=CC1	456.291	3.388	105.480	4.000	4.000	14.000
COC(=O)c1cnc2c(c1)C(F)(F)C(C(=O)N1CCCC1)C=CC2O	352.123	1.802	79.730	5.000	1.000	2.000
NCC1CN(C(=O)C(=O)NCCc2ccccc2)CC1CC1=NC(=O)C=C1	368.185	0.306	104.860	4.000	2.000	6.000
COC(=O)C=C1C(C)=CCC2=C1CC1N(CCN2)C(=O)N1Cc1ccccc1C#N	404.185	2.819	85.670	5.000	1.000	3.000
COC(=O)C1(CNC2C=C(C)N=N2)C=C2C=CCC(C=CC(=O)O)=CC=C2C1CO	411.179	2.433	120.580	7.000	3.000	7.000
CCCCC(=O)C1CCCC1C(=O)CS(=O)CC=CC(N)F	331.162	2.290	77.230	4.000	1.000	10.000
COCCNC(=O)C(N)C(N)CCNCCCC#N	271.201	-1.313	126.190	6.000	4.000	11.000
Cc1nccn1C(=CN=CCC(C)(C)C=O)N1CCC(F)(F)N1	325.171	2.437	62.520	6.000	1.000	6.000
CCCC=NCC1NN(c2cccc(Cl)c2)c2nc(N)ccc21	329.141	3.886	66.540	5.000	2.000	5.000
C=CC1=C(C=CC=CC=O)C1=CC(F)=CCF	234.086	3.543	17.070	1.000	0.000	6.000
CCOC=CC=C(N=O)C(N)=O	170.069	0.672	81.750	4.000	1.000	5.000
CC(N)C(C(=O)CCNCC(=O)N1CC(F)CC1CC(F)(F)F)c1cc(F)ccc1F	453.185	2.836	75.430	4.000	2.000	9.000
NC1=C(C=CC(F)N(F)CC(F)F)CNC=NN1	267.111	0.596	65.680	5.000	3.000	5.000
CCC(=O)N1C=NC(c2ccccc2)=C=C1C1=CC=C(Nc2ccnc(N)c2C)C1C	411.206	4.649	83.610	5.000	2.000	5.000
CNCc1ccc(C(=O)NC2CCCN2C(=O)CC(C)NC2CC(Cc3ccc(O)cc3C)C23CCN3)cc1	533.337	2.830	105.730	6.000	5.000	10.000
COC(=O)C=CC1=C(CN)C(C2CCCC2)C(O)C(CO)=CC=C1O	349.189	1.512	113.010	6.000	4.000	5.000
CC1=CC=CC1CNC(=O)C(CN)N=C(C)N1C=C2C1=CC=C(c1ccco1)C2N	405.216	2.082	109.880	5.000	3.000	6.000
NC(CC(=O)NC(=O)NO)C1CCN(Cc2ccccc2F)CC1	338.175	0.970	107.690	5.000	4.000	5.000
