smiles	MW	LogP	TPSA	HBA	HBD	RotB
NC(=O)C1=CC=CC(CN=C(N)Cc2c(F)cc(F)c(F)c2F)N=C1	354.110	1.564	93.830	3.000	2.000	5.000
C=Nc1c(-c2[nH]n(C)c(NCCN)cccc2Cl)ccnc1Nc1ccc(S(C)(=O)=O)cc1	487.156	4.043	130.190	8.000	4.000	8.000
Cc1ccc(NC2=C3N=C(N)CC=C(C=CC(=O)N2c2ccc(F)cc2)N=Cc2ccccc2C3=O)cc1	505.191	5.265	100.150	6.000	2.000	3.000
CCCN(CC#N)CCC(=O)NCC=C(F)C(O)c1ccc(CCC(=O)O)cc1	405.206	2.332	113.660	5.000	3.000	13.000
COC=C1C=CC=CC(OCOC(=O)Cc2ccnc(Br)c2)=C1	377.026	3.444	57.650	5.000	0.000	6.000
NC(=O)NC1=C(N)OC(N2C=CC(Oc3ccccc3)=NC2)=CC1	327.133	1.308	115.200	6.000	3.000	3.000
C=C(Br)C(=CC(O)C(=CC1=CC=CNC1)C(=O)NOC)c1ccncc1	417.069	2.382	83.480	5.000	3.000	7.000
N#CC=CC1=C(NC=C2NC(=O)SC=C2c2ccc(C(F)(F)F)cc2)N=C1	388.061	4.309	77.280	5.000	2.000	4.000
CCNc1cncc(N2CCN(Cc3ccc(C(=O)Nc4ccc(Cn5ccnc5C)cc4)cc3F)CC2)c1C	541.297	5.089	78.320	7.000	2.000	9.000
CC1COCCN1CCCN1CC(CC(=O)c2cc3ccccc3s2)C1=O	386.166	3.043	49.850	5.000	0.000	7.000
C=C(C=C(N=CC=CC=CC=CCC(=O)O)NC(=O)c1ccccc1)C(F)(F)F	404.135	4.590	78.760	3.000	2.000	9.000
C=NN=C(C=CC1=CC(N)=CC(C)=CC(C)=COC1)NCC(O)CNC=C1CCCCC(=O)NC1	482.301	2.320	133.360	7.000	5.000	8.000
COc1cc2c(cc1F)C=C(NC1=CC=C(C(=O)N3CCOCC3C)C1OC)C2	400.180	2.407	60.030	5.000	1.000	5.000
CC1=CC(=O)OCC(NC=CC2=C(F)C=C3C=C(C(=O)O)C(C(F)(F)F)=C3NC=C2)=NC=N1	464.111	3.085	112.380	7.000	3.000	3.000
C=C(C=CC=CS(=O)(=O)NCC)c1c2ccc3c1N(C2)C(C(F)(F)F)=CC(=O)O3	426.086	3.394	75.710	5.000	1.000	6.000
C=CC1C=CC(=CNS(=O)(=O)c2ccccc2)c2c1ccc(-c1ccc(O)cc1O)c2O	447.114	4.629	106.860	5.000	4.000	5.000
CNC1C=C2C(=CC=C2C(=O)Nc2ccc(Cl)cc2Cl)Nc2ccccc21	397.075	5.068	53.160	3.000	3.000	3.000
CC12CNC3CN(C(=O)Cn4c(-c5ccc(Cl)cc5)nc5ncccc54)CCCC3C1C2	449.198	3.988	63.050	5.000	1.000	3.000
O=C(C1=NC=C(N2CCOCC2)OC1)c1cc[nH]n1	262.107	0.195	79.810	6.000	1.000	3.000
CNC(C=CC=C(S)Cl)N=CSNC(N)=O	280.022	1.443	79.510	5.000	4.000	6.000
O=[SH](=O)C=C1C=C(O)C=CC=C(c2ncc[nH]2)O1	266.036	1.232	92.280	5.000	3.000	2.000
CCNC(=O)NCCN(C)C(=O)Nc1ccc(NC=NC=C(Cl)C(=N)c2ccc(F)cc2)cc1C	501.206	4.505	121.710	4.000	5.000	10.000
O=C(NCC1=CC=COCC=CC1)c1c[nH]c2ccc(Br)cc12	372.047	4.077	54.120	2.000	2.000	3.000
COc1ccccc1C=CC=C(N)CN1C=NC2=CC=C(C(N)=O)C=C1N2	363.170	1.593	105.970	6.000	3.000	6.000
COC1CN(C=CCC2C=CC=CCC(c3cccs3)=CC(=O)N2)CCN1	385.182	2.914	53.600	5.000	2.000	5.000
CN1CCC2=C(F)C(NC=C3C=CC(Nc4ccc(Cn5ccnc5)cc4)=C3)=NC2=CC(N)=N1	456.219	3.398	95.860	8.000	3.000	5.000
CC(C)OCC1=C(Nc2ccc(S(C)(=O)=O)cc2)C2=NCNC21	335.130	1.565	79.790	6.000	2.000	6.000
COc1c[nH]c2c(=NC=C(CC(C)C)Nc3ccc(Cl)cc3)ccc=2cc1OC	411.171	5.310	58.640	4.000	2.000	7.000
CCCNc1cc([N+](=O)[O-])ccc1NC(=O)C1=NC(SC)=CN=C(C=COCC)C1	431.163	4.353	118.220	8.000	2.000	10.000
CC(C)CCC(C)NC1=CCCN(C(=O)c2ccc(CCC(N)=O)cc2)CC1	385.273	3.639	75.430	3.000	2.000	9.000
O=C(NCC1CNNS1)C(=O)c1cc2cc(c1)-c1cc[nH]c1-c1cccc-2c1	390.115	2.753	86.020	5.000	4.000	4.000
C=S(=O)(Br)C(=Cc1ccccn1)C1=CC=CC1	308.982	3.335	29.960	2.000	0.000	3.000
CS(=O)(=O)c1ccc(NC2=CC(=Cc3ncc(C#N)cn3)C=NN2)nc1	367.085	1.073	133.020	9.000	2.000	4.000
NC(=O)c1cccc(NC2=CCC(C(=O)C3=CC=Cc4c(O)cccc4O3)CC2)c1	402.158	4.146	101.650	5.000	3.000	5.000
C=C(C=C(F)C=CC(C)=O)C(=O)NC1CC=C(Nc2ccc(Oc3cccc(F)c3)cn2)C1=CC	477.186	5.698	80.320	5.000	2.000	9.000
CC1=CC(NCCC2c3cc(Cl)cnc3C(F)=CN2C)C=CC(F)=C1	363.131	4.707	28.160	3.000	1.000	4.000
CNC(C)OS(=O)(=O)Cc1cccc(C(F)(F)F)c1F	315.055	2.256	55.400	4.000	1.000	5.000
Cc1cc(S(=O)(=O)Nc2ccc(Cl)s2)ccc1NC1=CC(=O)NC1	383.017	2.936	87.300	5.000	3.000	5.000
CCN(CC)c1cnc(-c2cccnc2C(N)=O)c(C)c1	284.164	2.397	72.110	4.000	1.000	5.000
Nc1c(CC2=CCNC2)ccc2c1C(C=Cc1cnc3ncccc3c1)=N2	353.164	3.432	76.190	5.000	2.000	4.000
CNN=C(NCCNCCN1CC=CC=CNC(F)=CC1)[SH]=O	344.179	-0.613	80.790	6.000	5.000	7.000
CCC1=C(c2ccc(Cl)cc2OC)N=CNC=C1C1(O)C=CC1O	346.108	2.647	74.080	5.000	3.000	4.000
N=C1C=CC=CC(c2ccc(O)c(O)c2)=C(O)N1	244.085	2.017	96.570	4.000	5.000	1.000
CC(=O)C(N)C1C=CC(Nc2cccc(N3CCNCC3)c2)=CN=C1Nc1ccc(F)c(F)c1F	484.220	3.380	94.780	7.000	4.000	6.000
CC(C)(C)CCCCCC(=O)c1nc(-c2cccc(F)c2F)cc2c1NC=CC(CC(N)=O)=CC=CC(Cl)NC=C2	582.257	7.629	97.110	5.000	3.000	9.000
O=C(C=C(F)C=C(F)C(F)=CCC(F)F)C1NC2=C(S(=O)(=O)c3ccccc3)C(F)=CC=CC21	501.083	5.468	63.240	4.000	1.000	8.000
O=C(C=NNC1=CN=CC2=CC([N+](=O)[O-])=CC2=CC1)Nc1ccc(C(=O)O)cc1	393.107	2.242	146.290	7.000	3.000	6.000
NC(=O)C1N=C2C=CC=NC(C=CN2)C1c1ccc(F)cc1	298.123	1.288	79.840	4.000	2.000	2.000
NC(=O)C1=CCNC=CC(=CC=CC=CC(=O)CN2CCOCO2)C(O)=CC=C1	399.179	1.342	114.120	7.000	3.000	6.000
CS(=O)(=O)c1ccc(C2(C=N)N=CC=CC3=CNC32)c(N)c1	316.099	1.013	108.400	6.000	3.000	3.000
CC=C1NCC(C(N)=O)n2cc(-c3cn[nH]c3)cc2N=CN1c1ccccc1Cl	409.142	3.189	104.330	6.000	3.000	3.000
C=C(C)CC(O)C(O)C(NCc1ccncc1CCC)c1cccnc1F	373.217	3.087	78.270	5.000	3.000	10.000
CC1CN(C)CCC1NC1=C(N=CNC=CC=CC=C2COc3nccc(n3)N2)C(C=N)=CC1	460.270	2.974	110.550	8.000	4.000	8.000
COC1=CC=C(C=NCN)NC1NCc1cccc(C(C)C)c1N	329.222	1.812	97.690	6.000	4.000	7.000
Cc1cc(F)c2c(c1)CS(=O)(=O)N1CCCC1C(=O)C=CCN(CCN)N2	396.163	1.155	95.740	6.000	2.000	2.000
CCN(CC)C(=O)C1(N)C2=CC=C(C)C=C(c3ccc[nH]3)C=C21	309.184	2.790	62.120	2.000	2.000	4.000
CCCN1CCCN(N2C=CC=C(S(=O)(=O)CC(O)=C(CC3CC3)c3cccnc3)C=C2)C1	470.235	4.083	76.980	7.000	1.000	9.000
CN1Cc2c[nH]c(-c3ccccc3)c2NC(=O)Nc2ccc(OC3CCOCC3)cc21	418.200	4.833	78.620	4.000	3.000	3.000
NC(=O)Nc1ccc2cc1C=C(CN1CCCC1)N2	258.148	2.039	70.390	3.000	3.000	3.000
O=C(c1ccc(F)cc1Cc1ccccc1)N1CNS1=Cc1ccccc1	378.120	4.369	32.340	2.000	1.000	4.000
CC(=O)NC1CCN(Cc2ccc(NC(=O)C=Nc3ccc(F)cc3)cc2)C1	382.181	2.877	73.800	4.000	2.000	6.000
CC=CCN1C=NC(c2ccccn2)C=N1	214.122	2.029	40.850	4.000	0.000	3.000
COC(=O)c1c(O)cccc(O)ccc2ccccc12	270.089	3.162	66.760	4.000	2.000	1.000
CCOc1cc(Cl)ccc1NC(N)(O)CCNC1=NC=CN2C(=CNC2=CC(C)C)C=C1	458.220	3.419	107.170	8.000	5.000	8.000
CCNCC(C)C(=O)CCC=C(C(N)=O)c1cnc(O)c2ccccc12	355.190	2.404	105.310	5.000	3.000	9.000
C=CC1=C(Br)N=C(NCc2ccnc(O)c2)N=CC1=CNc1ccc[nH]1	412.065	3.434	97.690	6.000	4.000	5.000
CC(F)(F)CCNC1CN2C=CNC=C(Nc3ccc(F)cc3S(=O)(=O)N3CCOCC3C#N)C(F)=CC12	556.188	2.608	109.730	8.000	3.000	8.000
CN1C=C2C3=CC(F)=CC(=CC=C2Nc2ccccc2)C(=N3)O1	307.112	3.833	36.860	4.000	1.000	2.000
CCN(CC)Nc1cccc(Nc2cccc(-c3ccc(Nc4ccccc4)cc3)n2)c1	423.242	6.905	52.220	5.000	3.000	9.000
CCCS(=O)(=O)NC(C)C=C1C=NC(NCc2ccc(C(C)(C)C)nc2)=N1	391.204	2.511	95.810	6.000	2.000	7.000
O=S1(=O)C2=CC=CC(c3ccn[nH]3)=CC(Br)=C21	309.941	2.282	62.820	3.000	1.000	1.000
NC=CC=CC1(F)C=NN=C(N)N=C1c1cnccc1C(F)F	322.115	1.859	102.010	6.000	2.000	4.000
CC(C)C=NC=C1C=CC=CC2=C(C1)C2=CCCN	254.178	3.699	38.380	2.000	1.000	4.000
O=C1C(=O)C(CNC2=CC=CS(=O)(=O)Nc3ccccc3C2)NC1=Nc1ccc(Cl)c(Cl)c1S	536.015	3.407	116.730	7.000	4.000	4.000
C=C(Br)C1=C(O)N=C(C(=CC(=O)NCCC[SH](C)C)c2cccc(F)c2F)C=CC=C1	510.079	5.361	61.690	3.000	3.000	8.000
CC(=O)N1CCC=C(NC=C(C=N)N2C=Nc3c(N4CCOCC4)ccnc3N2)CC1	424.234	1.827	109.180	9.000	3.000	5.000
CC1=CC2CNC(=O)C(=C3NC(=O)c4c(O)cccc43)C2=CC=CC=CN1	361.143	2.096	90.460	4.000	4.000	0.000
CN(C)c1cccc(C(C=O)NC(=O)NCc2cc(F)ccc2N(CCCOC(=O)O)C(=O)Cc2ccccc2)c1N	579.249	3.874	154.300	7.000	4.000	13.000
CCNC=C1C=NC2=NC3=C(CC12)N3CC=CC=CCc1cc2ccccc2o1	384.195	4.569	52.900	5.000	1.000	7.000
C=C(F)C(F)=CC=CCS(=O)(=O)C1=C(C)N=CNC2=C1C=CC=CC=C(N)C=CC1=CNC2C=CC=C1	522.190	4.904	96.580	6.000	3.000	5.000
CCC1=c2cncnc2=CC1=CC1=CCCCC(=O)C2C=CC(C(=O)O)=C1N(CC)C2C	431.221	2.672	83.390	5.000	1.000	4.000
O=C1NC(=C2C=CC=CN2)c2ccccc21	210.079	1.772	41.130	2.000	2.000	0.000
Cc1ncc(C(=O)NC2=CC=C(N3CCCN(c4cnoc4)CC3C)C2)n1C	382.212	2.219	79.430	7.000	1.000	4.000
CCCC(C(=C(O)CCS(=O)(=O)NCCOC)c1cc(Cl)c(O)cc1OC)c1ccccc1	497.164	4.863	105.090	6.000	3.000	13.000
NC(=O)NC1C=CC(Cl)=C(c2cccnc2)C(O)=C1	277.062	2.080	88.240	3.000	3.000	2.000
CCN(CC)c1cccc2c1NC=C(N1C=NC=CC(CCC(=O)O)=C1C)NC(C)(C)CC2	451.295	5.054	80.200	6.000	3.000	7.000
CN(C)C=C1C=CC(C2C=C(NC=C3C=COC(C(C)(C)O)=C3)NNC2=O)=N1	383.196	1.164	98.220	7.000	4.000	5.000
CCC=C1CC(CC2NC=CC(=O)O2)=CC=CN=C1c1c[nH]c2cncc-2c1	374.174	3.860	79.370	5.000	2.000	4.000
NS(=O)(=O)c1ccc(NC(=O)c2cccc(NS(=O)(=O)C(=O)O)c2)c(C=CC(F)=CF)c1	487.032	2.800	172.730	6.000	4.000	7.000
Cc1c(C(=O)NC2=CC(=CNC(=N)N)C2)cccc1-c1ccccc1F	350.154	3.185	91.000	2.000	4.000	4.000
CC(C)(C)C1=CC=C(C2=CCCC(c3cccs3)N=C2N)C(=N)C1	339.177	5.189	62.230	4.000	2.000	2.000
NS(=O)(=O)C1C=CC2=C(Nc3ncc(Cl)c(-c4cnc5ccccn45)c3C2)C(F)=C1	443.062	3.352	102.380	6.000	2.000	2.000
CC(=N)N=NC(=CC1(C=N)C=COCC1)Nc1cc(N2CCN(C)CC2)ccn1	396.239	3.106	113.050	8.000	3.000	6.000
CNC=Cc1nn(C)cc1C=NC1=NC=CC=CN1c1ccc(F)c(C(N)=O)c1	393.171	2.171	100.900	7.000	2.000	5.000
CCNc1cc(Nc2ccccc2NC(=O)Cc2cccs2)ncc1C(C)=O	394.146	4.702	83.120	6.000	3.000	8.000
CCCC(N)(CNCCNC1=CCC1)c1ccncc1	274.216	1.893	62.970	4.000	3.000	9.000
N#CCC(c1ccccc1)c1cccc(-c2ccc[nH]2)n1	273.127	4.122	52.470	2.000	1.000	4.000
NCc1ccccc1-c1ccc(-c2ccc(C(=O)O)cc2)cc1	303.126	4.178	63.320	2.000	2.000	4.000
C=CN1C(=O)C=NCC(c2ccoc2)=CNC1=CNC1=CC=C1	308.127	2.109	69.870	5.000	2.000	4.000
O=CCc1[nH][nH]c2c(ccc3[nH]ccc32)c2cccc(O)cc1-2	305.116	3.654	84.670	2.000	4.000	2.000
CC(C)CC=CNC=C(C=O)NC(=O)C=Cc1c([NH])ccc(F)c1F	348.152	3.198	82.000	3.000	2.000	8.000
CC1=CC(C=C2C=C(C(C)(C)C)C=C2N)N1C1CCC(NCC(C)C)C1	355.299	4.496	41.290	3.000	2.000	5.000
CN(C)C1CS(=O)(=O)c2ccc(-c3ccccc3O)cc2CN1	332.119	1.824	69.640	5.000	2.000	2.000
C[SH](C)(=O)C[SH]1Nc2cc(O)ccc2N2C=CC(c3ccc(C(N)=O)cc3)=NN=C21	445.124	2.161	120.380	7.000	5.000	4.000
O=C1C=CC=CN2C=NC(O)=CC(c3ccc(F)cc3)C=C2C=N1	323.107	3.217	65.260	4.000	1.000	1.000
NC(=O)Nc1ccc(-c2cn[nH]c2)cc1C(=O)Nc1ccc(C(=O)O)cc1	365.112	2.518	150.200	4.000	5.000	5.000
NC(=O)C1=C2NNC3=CC=C(F)C=CC(C4CC4)=C3OC(=O)NCCC3=CC(C=C2C=C1)C3	448.191	3.364	105.480	5.000	4.000	2.000
CCN(CCCNC(=O)C1=CC(=O)NC(C)C1)CC(=N)N	295.201	-0.415	111.310	4.000	4.000	8.000
NCC1CSC(Cc2ccccc2Br)=C1Cc1ccc(Cl)c(O)c1	423.006	5.169	46.250	3.000	2.000	5.000
CCC1=CC(NC2=NC=CC(c3cnccc3C(O)CNC)C=C2C)C(C(F)(F)F)=C1	432.214	4.087	69.540	5.000	3.000	6.000
CC1=CC=C(c2ccc(Cl)cc2)C(=O)N(C2=CC=C(C(=O)N(C)C)C2)C=N1	381.124	3.800	52.980	3.000	0.000	3.000
Nc1nc(Cc2ccccc2)sc1NC(=O)c1ccccc1	309.094	3.568	68.010	4.000	2.000	4.000
C=Cc1ccccc1CNS(=O)(=O)C=CC=CNS(=O)(=O)C12C=CC=CC(=O)N(C=N1)N2	475.098	0.851	137.040	7.000	3.000	9.000
NC(=O)n1ccc2c1C=COC2	164.059	0.916	57.250	3.000	1.000	0.000
CCC1=C2C=CN(C=CC=CC1NC(=O)c1c(F)cc(F)cc1F)c1ccc(s1)C2=O	442.096	5.271	49.410	4.000	1.000	3.000
C=CC=CC(=O)COC1=COc2ccccc2C1	242.094	2.791	35.530	3.000	0.000	5.000
C=CN(C(=NN=CNC12C=CC(Br)=CC(=C1)N=CC2)SCc1ccccc1)C(C)C	483.109	5.608	52.350	4.000	1.000	7.000
O=C(C=NC1=CC=CCNC(=O)C1)Nc1ccc(Br)cc1O	363.022	2.124	90.790	4.000	3.000	3.000
CC=C1C=CC(C(=O)c2cccc(C)c2)CC(C)=NC(=O)C1=COC	337.168	4.218	55.730	3.000	0.000	3.000
CC(C)(C)c1ccc(CCNC2=NN=CC(C(N)=O)N2Nc2ccc(C(F)(F)F)cc2)cc1	460.220	3.673	95.110	6.000	3.000	6.000
O=C(NN1C2=CC=C3C=CCC=C(N=C21)N3)c1cncc(Br)c1	369.023	2.375	69.390	5.000	2.000	2.000
CC1C(C(=O)NCc2ccccc2F)=CC=C1[N+]1([O-])CCNC(=O)C2=C(C=CN1)NCC2	439.202	1.612	105.320	5.000	4.000	4.000
CS(=O)(=O)c1ccc(C(O)=C(SCCN)c2ccccc2)cc1	349.081	3.166	80.390	5.000	2.000	6.000
COC(=O)c1ccc(-n2cc(Cc3ccncc3)cn2)cc1	293.116	2.645	57.010	5.000	0.000	4.000
C=C1C=CC=C(NCC23C=NC=C2N(c2ccc(-c4ccoc4)cc2)C3)OCCO1	401.174	4.227	59.230	6.000	1.000	5.000
CCNC1OC(N2CC=C(NC(=O)c3ccc(F)cc3F)COC2)=CC=CN1N=CC(N)=O	462.183	0.920	121.520	8.000	3.000	7.000
COC=CC=C(CF)NN=CC(=O)n1ccc2cncnc2c1=O	331.108	1.021	98.470	8.000	1.000	6.000
NC(=O)CC=C(NC=NNc1ccc(N2CCCOC2)cc1)c1ccccc1Cl	413.162	3.386	91.980	5.000	3.000	8.000
CCC=CC=CC1=CC=C(NC2C=C3C(=O)N=NC(CCOC)NC=C32)C1=N	379.201	3.079	98.930	6.000	3.000	8.000
CCN(CC)S(=O)(=O)c1ccc(NC=C2C=CC(Cc3ccncc3)=NC2=O)cc1	424.157	3.188	91.730	5.000	1.000	8.000
[NH]c1cc(C(=O)NC2CCOCC2)ccc1N=CNC1=CC=CC=C2C=CC=CCN([SH](=O)=O)C=CC2=C1	532.202	3.534	123.900	5.000	3.000	6.000
C=CC1C=c2nc(C(=O)Cc3ccc(OCCCCC)cc3)cc(Br)c2=N1	426.094	3.807	51.550	4.000	0.000	9.000
CCC(NC(=O)NC1CC([N+](=O)[O-])=CN=C1c1ccc(Br)cc1)c1ccc(Cl)cc1Cl	524.002	5.886	96.630	4.000	2.000	6.000
C=C(C=CNC(=O)SC=NCN)C=C1C=CC(Nc2ccc(-c3ccncc3)cc2N)C=C1F	476.179	4.918	118.420	7.000	4.000	8.000
C=C(F)C=C(F)C=CCNC(=O)C1=CNC2CCC13NC3=NN2C(C)C	363.187	1.968	78.670	5.000	3.000	6.000
CCN1CCC(NC=C2C=C(C(=O)NCCN(C)C)C=C2N)C=CN=CNC(=CN=CC(C)C)C=CN1	509.359	1.733	122.410	9.000	5.000	9.000
Cc1c(O)cncc1C1=CC(=CS(=O)(=O)CC(C)S)C1NC(=O)C1CC1	394.102	2.004	96.360	6.000	3.000	6.000
O=Cc1cc[nH]c1C=C1C(=O)NC(=O)Cc2ccccc21	280.085	1.567	79.030	3.000	2.000	2.000
Nc1cnc(C=C2C=C(Br)C(C(=O)Nc3ccccc3)=C2)cn1	368.027	3.300	80.900	4.000	2.000	3.000
O=C1C(C=CC2=C(CO)C(C=C(O)S)=C2)=Nc2ccccc21	311.062	3.070	69.890	5.000	3.000	4.000
NOCCC1C(N=Cc2cccc(O)c2)=NCc2ccc(N)cc21	324.159	2.370	106.220	6.000	3.000	4.000
CCC(=CC1=CNC2=CC=C(N(CC)CC)C(=O)N(O1)C(C)CN2)c1ccc(F)cc1	426.243	3.883	56.840	5.000	2.000	6.000
CCCCNC(=O)C1=NC=C2N(C=C1O)Cc1cc(co1)N2CCOC	360.180	2.117	90.540	7.000	2.000	7.000
NC1N=C2c3ccc(C(=O)c4ccc(O)cc4O)nc3C21	281.080	0.908	108.800	6.000	3.000	2.000
CCCCC1CN(C2=CN=C(N)CC3(NC=CC=CC(CS(=O)(=O)O)=C3N)C2CC)CCCN1	492.288	1.982	146.070	8.000	5.000	7.000
CNC(=O)Nc1ccc(NC=C2C(=O)NC(=O)Nc3ccc(OC(F)F)cc32)cc1OC	447.135	3.163	129.820	6.000	5.000	6.000
Nc1cc(OCC2CCCCC2)ccc1C=CNC=CCC=O	314.199	3.891	64.350	4.000	2.000	8.000
CNc1ncc(-n2cccc2)cc1C=CC(=O)Nc1ccc(-c2ccoc2)c(O)c1	400.154	4.532	92.320	6.000	3.000	6.000
CC(=O)C1=C(N)C=C(Cl)C=CC(=O)C=C1c1ccc(N)nc1	315.077	2.111	99.070	5.000	2.000	2.000
O=[SH](=O)Cc1cc(Nc2ccc(NCC3OCO3)cc2)[nH]n1	324.089	1.007	105.340	7.000	4.000	7.000
CN1CC=c2cc(c(=CC=CF)[nH]c(=O)c3cc(Cl)nn(C)cc2-3)C1c1ccc(F)cc1	454.137	3.209	53.920	4.000	1.000	2.000
N=C1C=CC=CN=CC(N=CC23C=C(C=C2O)OCC3)=C1OCc1ccccc1	387.158	4.406	87.260	6.000	2.000	5.000
CC=CC=Cc1ncc(Nc2cccc(NC(=O)N3CCN(C(C)C)CC3)c2)n1C	408.264	4.311	65.430	5.000	2.000	6.000
